,Suburb,Rooms,Type,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude,ParkingArea,Price
21831,Keilor East,4,h,19/08/2017,11.7,3033,4,2,2,633,-37.7393,144.86339,Detached Garage,981000
21832,Keilor East,3,h,19/08/2017,11.7,3033,3,3,2,326,-37.74009,144.87787,Attached Garage,1295000
21833,Keilor East,4,h,19/08/2017,11.7,3033,4,2,2,534,-37.74514,144.87313,Indoor,1250000
21834,Keilor East,4,h,19/08/2017,11.7,3033,4,1,2,615,-37.74127,144.86648,Carport,986000
21835,Keilor East,3,h,19/08/2017,11.7,3033,3,2,1,292,-37.74695,144.86625,Detached Garage,620000
21838,Kensington,2,t,19/08/2017,3.4,3031,2,1,1,105,-37.79244,144.92036,Parkade,841000
21844,Kew,3,h,19/08/2017,5.4,3101,3,1,2,372,-37.80946,145.04251,Attached Garage,2180000
21845,Kew,4,h,19/08/2017,5.4,3101,4,2,3,792,-37.80926,145.0331,Indoor,4000000
21846,Kew,3,h,19/08/2017,5.4,3101,3,2,4,733,-37.79398,145.03777,Parkade,1775000
21848,Kew East,3,h,19/08/2017,7.3,3102,3,2,2,664,-37.79639,145.04595,Outdoor Stall,2118000
21850,Kilsyth,3,h,19/08/2017,26.0,3137,3,1,2,837,-37.79682,145.30467,Carport,710000
21851,Kilsyth,3,h,19/08/2017,26.0,3137,3,2,1,862,-37.80212,145.33017,Detached Garage,780000
21854,Lalor,3,h,19/08/2017,16.3,3075,3,1,1,537,-37.66958,145.02941,Parkade,700000
21859,Maidstone,2,h,19/08/2017,6.4,3012,2,1,2,208,-37.78865,144.88276,Indoor,610000
21863,Malvern East,3,h,19/08/2017,8.4,3145,3,2,2,660,-37.87939,145.0656,Attached Garage,2030000
21865,Malvern East,3,h,19/08/2017,8.4,3145,3,2,1,460,-37.87241,145.05103,Parkade,1800000
21867,Maribyrnong,4,h,19/08/2017,4.3,3032,4,2,2,650,-37.77961,144.88587,Outdoor Stall,1500000
21869,McKinnon,3,t,19/08/2017,11.4,3204,3,2,2,305,-37.90734,145.03438,Detached Garage,1125000
21871,Melton South,3,h,19/08/2017,29.8,3338,3,1,1,602,-37.70484,144.57261,Indoor,460000
21872,Mentone,3,t,19/08/2017,20.0,3194,3,2,1,332,-37.98001,145.07457,Parkade,881000
21875,Mernda,3,h,19/08/2017,25.9,3754,3,2,2,180,-37.59827,145.07939,Attached Garage,430000
21876,Mernda,3,h,19/08/2017,25.9,3754,3,2,2,410,-37.59665,145.08877,Indoor,547000
21881,Mill Park,3,h,19/08/2017,17.9,3082,3,1,1,290,-37.6669,145.04234,Carport,470000
21886,Montmorency,3,h,19/08/2017,16.2,3094,3,1,2,204,-37.72266,145.12172,Underground,756000
21891,Mount Evelyn,3,h,19/08/2017,31.6,3796,3,1,0,915,-37.78495,145.3919,Indoor,515000
21895,Mount Waverley,4,h,19/08/2017,14.2,3149,4,2,2,570,-37.87655,145.1401,Indoor,1750000
21898,Mount Waverley,4,h,19/08/2017,14.2,3149,4,2,2,800,-37.88859,145.13335,Detached Garage,1340000
21902,Niddrie,3,t,19/08/2017,10.4,3042,3,2,1,317,-37.74103,144.8851,Detached Garage,1150000
21910,Nunawading,3,h,19/08/2017,15.4,3131,3,1,1,757,-37.82568,145.16752,Detached Garage,1218000
21913,Oakleigh South,2,h,19/08/2017,15.5,3167,2,1,3,697,-37.91698,145.11225,Parkade,955500
21916,Ormond,3,h,19/08/2017,11.4,3204,3,1,2,369,-37.90286,145.05425,Parking Pad,1005500
21920,Pascoe Vale,3,h,19/08/2017,8.5,3044,3,1,1,546,-37.72208,144.93714,Indoor,980000
21922,Pascoe Vale,2,t,19/08/2017,8.5,3044,2,1,1,100,-37.7249,144.9474,Underground,585500
21925,Port Melbourne,3,h,19/08/2017,3.5,3207,3,1,0,340,-37.83674,144.9242,Attached Garage,1230000
21928,Prahran,3,h,19/08/2017,4.6,3181,3,2,1,125,-37.85257,145.00296,Carport,1390000
21930,Preston,3,h,19/08/2017,8.4,3072,3,1,2,529,-37.75049,145.02099,Attached Garage,961000
21932,Preston,3,h,19/08/2017,8.4,3072,3,1,2,464,-37.74503,145.01295,Parkade,1001000
21934,Reservoir,3,h,19/08/2017,12.0,3073,3,1,2,653,-37.71142,145.00377,Outdoor Stall,876000
21938,Reservoir,4,h,19/08/2017,12.0,3073,4,2,4,576,-37.69742,145.01604,Indoor,866000
21939,Reservoir,3,h,19/08/2017,12.0,3073,3,1,3,586,-37.69983,145.02202,Parkade,775500
21941,Reservoir,4,h,19/08/2017,12.0,3073,4,2,2,743,-37.70848,145.03055,Detached Garage,920000
21953,Roxburgh Park,3,h,19/08/2017,20.6,3064,3,1,2,368,-37.63693,144.92581,Underground,400000
21960,South Morang,5,h,19/08/2017,20.5,3752,5,3,2,582,-37.62292,145.09507,Detached Garage,597000
21961,South Yarra,3,h,19/08/2017,2.7,3141,3,2,2,462,-37.84315,144.98596,Attached Garage,1400000
21964,Spotswood,2,h,19/08/2017,6.2,3015,2,1,1,243,-37.82859,144.87947,Carport,782500
21966,Springvale South,3,h,19/08/2017,22.2,3172,3,1,3,775,-37.9748,145.15213,Attached Garage,750000
21967,St Albans,3,h,19/08/2017,14.0,3021,3,1,2,557,-37.73497,144.7864,Indoor,626000
21971,Strathmore Heights,3,h,19/08/2017,8.2,3041,3,1,2,534,-37.71106,144.89427,Indoor,1000000
21972,Sunbury,3,h,19/08/2017,31.7,3429,3,1,1,664,-37.56279,144.7304,Parkade,480500
21973,Sunbury,3,h,19/08/2017,31.7,3429,3,2,2,650,-37.58479,144.71541,Underground,431250
21976,Sunshine North,3,h,19/08/2017,10.5,3020,3,1,3,331,-37.75962,144.82596,Carport,502500
21978,Sunshine West,3,h,19/08/2017,10.5,3020,3,1,1,650,-37.78651,144.81357,Attached Garage,650000
21983,Surrey Hills,5,h,19/08/2017,10.2,3127,5,3,2,368,-37.83587,145.10914,Parking Pad,1825000
21984,Surrey Hills,3,h,19/08/2017,10.2,3127,3,2,2,1004,-37.83603,145.10596,Carport,2567500
21991,Templestowe,4,h,19/08/2017,15.5,3106,4,2,2,779,-37.75592,145.16605,Detached Garage,1150000
21992,Templestowe Lower,4,h,19/08/2017,12.4,3107,4,2,2,887,-37.77493,145.12547,Attached Garage,1280000
21999,Thornbury,2,h,19/08/2017,7.0,3071,2,1,1,277,-37.75802,145.00264,Parkade,1200000
22005,Truganina,4,h,19/08/2017,18.4,3029,4,2,2,512,-37.83824,144.72102,Indoor,635000
22010,Vermont,5,h,19/08/2017,17.2,3133,5,2,2,891,-37.83691,145.21269,Indoor,1300000
22011,Vermont South,4,h,19/08/2017,17.2,3133,4,2,2,784,-37.85211,145.20174,Parkade,1138000
22012,Vermont South,5,h,19/08/2017,17.2,3133,5,3,2,882,-37.85995,145.18579,Carport,1360000
22013,Vermont South,5,h,19/08/2017,17.2,3133,5,2,2,786,-37.86072,145.18489,Detached Garage,1300000
22015,Viewbank,4,h,19/08/2017,8.9,3084,4,2,2,1113,-37.73106,145.10237,Carport,1612000
22016,Wantirna,4,h,19/08/2017,14.7,3152,4,2,2,842,-37.85733,145.22616,Detached Garage,1150000
22017,Wantirna South,5,h,19/08/2017,14.7,3152,5,3,2,634,-37.88634,145.21601,Attached Garage,1235000
22018,Warrandyte,4,h,19/08/2017,21.1,3113,4,2,2,4168,-37.74611,145.17835,Indoor,1600000
22020,Watsonia,4,h,19/08/2017,14.5,3087,4,1,1,670,-37.71209,145.0757,Underground,900000
22021,Werribee,3,h,19/08/2017,14.7,3030,3,2,2,536,-37.90419,144.63761,Outdoor Stall,490000
22022,Werribee,3,h,19/08/2017,14.7,3030,3,1,1,299,-37.89513,144.64056,Carport,412700
22024,West Footscray,4,h,19/08/2017,6.4,3012,4,2,2,501,-37.79591,144.87595,Attached Garage,990000
22025,West Footscray,3,h,19/08/2017,6.4,3012,3,2,2,427,-37.79105,144.87914,Indoor,1100500
22026,West Footscray,3,h,19/08/2017,6.4,3012,3,1,1,160,-37.79219,144.87575,Carport,675000
22029,West Footscray,2,h,19/08/2017,6.4,3012,2,1,1,332,-37.79136,144.87619,Indoor,855000
22031,Wheelers Hill,4,h,19/08/2017,16.7,3150,4,2,2,650,-37.91026,145.19298,Carport,1200000
22032,Wheelers Hill,4,h,19/08/2017,16.7,3150,4,3,2,649,-37.9163,145.19612,Detached Garage,1480000
22035,Wheelers Hill,4,h,19/08/2017,16.7,3150,4,2,2,657,-37.90466,145.19434,Carport,1500000
22036,Wheelers Hill,4,h,19/08/2017,16.7,3150,4,2,2,875,-37.92048,145.18258,Detached Garage,1194700
22038,Williamstown,5,h,19/08/2017,6.8,3016,5,2,2,840,-37.8633,144.88871,Indoor,2550000
22043,Wyndham Vale,3,h,19/08/2017,27.2,3024,3,2,1,300,-37.88162,144.62082,Carport,475000
22045,Yallambie,4,h,19/08/2017,12.7,3085,4,2,2,585,-37.73022,145.08361,Attached Garage,1025000
22046,Abbotsford,2,h,19/11/2016,2.5,3067,2,1,0,147,-37.808,144.994,Indoor,1315000
22048,Airport West,3,t,19/11/2016,13.5,3042,3,2,1,293,-37.72,144.8776,Underground,825000
22050,Alphington,4,h,19/11/2016,6.4,3078,4,2,2,606,-37.7743,145.0316,Parking Pad,1830000
22051,Alphington,4,h,19/11/2016,6.4,3078,4,2,2,575,-37.7723,145.0319,Carport,2100000
22052,Altona,3,h,19/11/2016,13.8,3018,3,1,2,724,-37.8672,144.817,Detached Garage,980000
22054,Altona North,3,h,19/11/2016,11.1,3025,3,1,3,551,-37.8254,144.8514,Indoor,680000
22057,Altona North,3,h,19/11/2016,11.1,3025,3,1,3,602,-37.8327,144.8451,Carport,770000
22058,Armadale,2,u,19/11/2016,6.3,3143,2,1,1,0,-37.8573,145.0186,Detached Garage,704000
22061,Armadale,2,u,19/11/2016,6.3,3143,3,1,1,0,-37.8596,145.0198,Parkade,620000
22062,Ascot Vale,2,u,19/11/2016,5.9,3032,2,2,1,0,-37.7786,144.9141,Carport,540000
22063,Ascot Vale,3,h,19/11/2016,5.9,3032,3,1,2,506,-37.7779,144.9133,Detached Garage,1037500
22064,Ascot Vale,3,t,19/11/2016,5.9,3032,3,2,2,318,-37.7744,144.9035,Attached Garage,1050000
22066,Ascot Vale,2,u,19/11/2016,5.9,3032,2,1,1,0,-37.7749,144.9137,Parkade,440000
22067,Ascot Vale,2,h,19/11/2016,5.9,3032,2,1,1,325,-37.7722,144.9117,Underground,1010000
22068,Ashburton,3,t,19/11/2016,11.0,3147,3,2,2,153,-37.8655,145.0808,Outdoor Stall,900000
22072,Ashwood,3,h,19/11/2016,12.2,3147,3,1,1,557,-37.8671,145.1117,Indoor,785000
22073,Ashwood,4,h,19/11/2016,12.2,3147,4,2,2,766,-37.8629,145.1097,Parkade,1240000
22074,Balaclava,2,u,19/11/2016,6.6,3183,2,1,1,0,-37.8691,144.9974,Carport,820000
22075,Balwyn,4,h,19/11/2016,9.7,3103,4,2,2,752,-37.8149,145.0747,Detached Garage,2188000
22076,Balwyn,2,u,19/11/2016,9.7,3103,2,1,1,213,-37.8092,145.0789,Attached Garage,755000
22077,Balwyn North,4,h,19/11/2016,9.2,3104,4,2,2,1010,-37.7982,145.0903,Indoor,2205000
22080,Balwyn North,3,t,19/11/2016,9.2,3104,3,2,2,349,-37.7955,145.0694,Detached Garage,1137000
22081,Balwyn North,3,h,19/11/2016,9.2,3104,3,2,3,949,-37.796,145.0696,Attached Garage,2100000
22083,Bentleigh,3,h,19/11/2016,13.0,3204,3,2,3,568,-37.9246,145.0383,Detached Garage,1448000
22086,Bentleigh,2,u,19/11/2016,13.0,3204,2,1,3,336,-37.929,145.0375,Parkade,820000
22088,Bentleigh East,3,t,19/11/2016,13.9,3165,3,2,2,230,-37.9179,145.0592,Outdoor Stall,935000
22089,Bentleigh East,3,h,19/11/2016,13.9,3165,3,1,2,543,-37.9242,145.0705,Carport,977000
22090,Bentleigh East,3,h,19/11/2016,13.9,3165,3,1,2,686,-37.9113,145.0765,Detached Garage,1352000
22091,Bentleigh East,4,h,19/11/2016,13.9,3165,4,2,2,575,-37.9274,145.0654,Attached Garage,1115000
22092,Box Hill,2,u,19/11/2016,13.1,3128,2,1,1,151,-37.8234,145.1235,Indoor,636000
22093,Box Hill,4,h,19/11/2016,13.1,3128,4,2,2,620,-37.8279,145.121,Carport,1625000
22094,Box Hill,4,h,19/11/2016,13.1,3128,4,2,0,585,-37.8273,145.1289,Detached Garage,1430000
22095,Box Hill,3,h,19/11/2016,13.1,3128,3,1,2,228,-37.8261,145.1281,Attached Garage,836000
22096,Braybrook,2,h,19/11/2016,10.8,3019,2,1,1,599,-37.7908,144.8522,Indoor,660000
22097,Braybrook,3,t,19/11/2016,10.8,3019,3,2,1,198,-37.7827,144.8625,Parkade,579000
22098,Braybrook,4,h,19/11/2016,10.8,3019,4,2,2,599,-37.7896,144.8559,Carport,856500
22100,Brighton,3,h,19/11/2016,11.2,3186,3,1,1,375,-37.9175,144.9949,Attached Garage,1410000
22102,Brighton,4,h,19/11/2016,11.2,3186,4,2,2,605,-37.916,145.0064,Carport,2475000
22104,Brighton,4,h,19/11/2016,11.2,3186,4,2,2,732,-37.8987,144.9953,Attached Garage,2700000
22107,Brighton,3,u,19/11/2016,11.2,3186,3,1,1,0,-37.909,145.0005,Underground,1005000
22110,Brighton East,3,h,19/11/2016,10.7,3187,3,2,2,486,-37.9213,145.0111,Carport,1400000
22111,Brighton East,3,h,19/11/2016,10.7,3187,3,2,2,236,-37.9215,145.0227,Detached Garage,900000
22112,Brighton East,4,h,19/11/2016,10.7,3187,4,3,2,614,-37.9186,145.0175,Attached Garage,2150000
22113,Brighton East,4,h,19/11/2016,10.7,3187,4,3,2,798,-37.9311,145.0169,Indoor,1725000
22114,Brighton East,4,h,19/11/2016,10.7,3187,4,2,2,0,-37.9292,145.0252,Parkade,1755000
22118,Brunswick,5,h,19/11/2016,5.2,3056,5,2,2,555,-37.7767,144.9645,Carport,2500000
22119,Brunswick,2,h,19/11/2016,5.2,3056,2,1,1,298,-37.7704,144.9504,Detached Garage,860000
22120,Brunswick,2,u,19/11/2016,5.2,3056,2,1,1,1080,-37.7598,144.9655,Attached Garage,491000
22122,Brunswick,3,h,19/11/2016,5.2,3056,3,2,1,194,-37.7653,144.9567,Parkade,990000
22123,Brunswick West,4,h,19/11/2016,5.9,3055,4,1,1,384,-37.7733,144.9491,Underground,988000
22126,Bulleen,3,u,19/11/2016,11.8,3105,3,1,1,421,-37.7798,145.1023,Attached Garage,812500
22133,Canterbury,4,h,19/11/2016,9.0,3126,4,1,4,845,-37.8184,145.0702,Parkade,3400000
22134,Carnegie,3,h,19/11/2016,11.4,3163,3,2,2,282,-37.8953,145.0567,Underground,1360000
22135,Carnegie,2,u,19/11/2016,11.4,3163,2,1,1,0,-37.8957,145.0599,Outdoor Stall,380000
22137,Carnegie,2,u,19/11/2016,11.4,3163,2,1,1,134,-37.8987,145.0557,Detached Garage,765000
22138,Carnegie,4,h,19/11/2016,11.4,3163,4,3,4,838,-37.8972,145.0617,Attached Garage,1423000
22139,Carnegie,5,h,19/11/2016,11.4,3163,5,3,1,564,-37.8957,145.0487,Indoor,1900000
22140,Carnegie,2,h,19/11/2016,11.4,3163,2,1,2,316,-37.8854,145.0636,Parkade,907000
22141,Carnegie,1,u,19/11/2016,11.4,3163,1,1,1,0,-37.8894,145.0508,Carport,350000
22142,Caulfield,2,u,19/11/2016,8.9,3162,2,2,1,0,-37.8862,145.0175,Detached Garage,638000
22145,Caulfield South,4,t,19/11/2016,9.3,3162,4,2,3,342,-37.8957,145.0196,Parkade,1410000
22151,Clifton Hill,3,h,19/11/2016,3.4,3068,3,2,1,201,-37.7884,145.0,Attached Garage,1680000
22156,Coburg,3,h,19/11/2016,7.8,3058,3,2,0,407,-37.7471,144.9579,Carport,1260000
22160,Coburg,2,h,19/11/2016,7.8,3058,2,1,0,157,-37.7464,144.9676,Carport,920000
22163,Coburg,3,h,19/11/2016,7.8,3058,3,1,3,385,-37.734,144.9603,Indoor,841000
22164,Coburg,2,u,19/11/2016,7.8,3058,2,1,1,0,-37.7435,144.9563,Parkade,537500
22166,Coburg North,3,h,19/11/2016,9.2,3058,3,2,3,472,-37.734,144.9728,Detached Garage,860000
22167,Coburg North,5,h,19/11/2016,9.2,3058,5,3,2,425,-37.7302,144.9816,Attached Garage,1172000
22168,Collingwood,2,h,19/11/2016,1.6,3066,2,1,2,159,-37.7962,144.9887,Indoor,1000000
22170,Doncaster,3,h,19/11/2016,13.9,3108,3,1,2,811,-37.7927,145.1386,Detached Garage,1430000
22172,Doncaster,4,t,19/11/2016,13.9,3108,4,3,2,711,-37.7887,145.1086,Indoor,1350000
22173,Doncaster,3,h,19/11/2016,13.9,3108,3,2,2,900,-37.7902,145.1344,Parkade,1250000
22174,Doncaster,4,h,19/11/2016,13.9,3108,4,3,2,654,-37.7856,145.1088,Underground,1460800
22175,Doncaster,3,h,19/11/2016,13.9,3108,3,2,2,648,-37.7798,145.1368,Outdoor Stall,1152500
22176,Elsternwick,3,t,19/11/2016,8.5,3185,3,2,2,108,-37.8861,145.0014,Parking Pad,850000
22177,Elsternwick,3,h,19/11/2016,8.5,3185,3,2,2,517,-37.8813,145.0063,Carport,1750000
22178,Elsternwick,3,h,19/11/2016,8.5,3185,3,1,2,351,-37.8832,145.0133,Detached Garage,1450000
22179,Elsternwick,4,h,19/11/2016,8.5,3185,4,3,2,669,-37.8871,145.0081,Attached Garage,2806000
22180,Elwood,2,u,19/11/2016,7.7,3184,2,1,0,0,-37.875,144.991,Indoor,684000
22181,Elwood,1,u,19/11/2016,7.7,3184,1,1,1,0,-37.8895,144.9902,Parkade,451000
22185,Essendon,2,u,19/11/2016,8.0,3040,2,1,1,0,-37.7494,144.921,Carport,453000
22187,Essendon,4,u,19/11/2016,8.0,3040,4,2,2,0,-37.7465,144.91,Attached Garage,1170000
22188,Essendon,4,h,19/11/2016,8.0,3040,4,3,1,519,-37.7517,144.9086,Indoor,1600000
22189,Essendon,4,h,19/11/2016,8.0,3040,4,1,2,638,-37.7523,144.9052,Parkade,1535000
22191,Essendon,3,h,19/11/2016,8.0,3040,3,2,2,383,-37.7565,144.9241,Carport,1400000
22192,Essendon,2,u,19/11/2016,8.0,3040,2,1,1,0,-37.7461,144.9079,Detached Garage,435000
22193,Essendon North,3,u,19/11/2016,9.4,3041,3,2,1,0,-37.7364,144.8977,Attached Garage,765000
22194,Fairfield,3,h,19/11/2016,5.8,3078,3,1,4,553,-37.7728,145.0214,Indoor,1350000
22196,Fitzroy,1,u,19/11/2016,1.6,3065,1,1,1,0,-37.7974,144.9799,Carport,465000
22197,Fitzroy North,3,t,19/11/2016,3.5,3068,3,2,1,77,-37.7923,144.9776,Detached Garage,1080000
22198,Fitzroy North,3,h,19/11/2016,3.5,3068,3,1,1,225,-37.7852,144.9868,Attached Garage,1851000
22200,Fitzroy North,2,h,19/11/2016,3.5,3068,2,1,2,487,-37.7737,144.9822,Parkade,1222500
22201,Fitzroy North,1,u,19/11/2016,3.5,3068,1,1,1,0,-37.782,144.9896,Underground,330000
22202,Fitzroy North,2,h,19/11/2016,3.5,3068,2,1,0,0,-37.7848,144.9806,Outdoor Stall,1232000
22203,Footscray,2,h,19/11/2016,6.4,3011,2,1,1,212,-37.7903,144.8879,Carport,690500
22204,Footscray,2,h,19/11/2016,6.4,3011,2,1,1,320,-37.7964,144.8871,Detached Garage,747000
22206,Glen Iris,5,h,19/11/2016,9.2,3146,5,3,2,642,-37.859,145.0656,Indoor,2352500
22207,Glen Iris,5,h,19/11/2016,9.2,3146,5,4,2,830,-37.8563,145.072,Parkade,3860000
22208,Glen Iris,4,h,19/11/2016,9.2,3146,4,3,2,840,-37.8538,145.0641,Carport,2625000
22210,Glen Iris,2,u,19/11/2016,9.2,3146,2,1,1,0,-37.8566,145.0553,Attached Garage,856500
22212,Glenroy,3,h,19/11/2016,13.0,3046,3,1,2,650,-37.7002,144.9408,Parkade,580000
22215,Glenroy,2,t,19/11/2016,13.0,3046,2,1,1,125,-37.7042,144.9211,Attached Garage,434500
22216,Glenroy,2,u,19/11/2016,13.0,3046,2,1,2,253,-37.7117,144.9135,Carport,620250
22218,Glenroy,3,h,19/11/2016,13.0,3046,3,1,1,796,-37.6955,144.9253,Attached Garage,710000
22219,Gowanbrae,3,h,19/11/2016,13.6,3043,3,2,1,367,-37.704,144.8989,Indoor,540000
22220,Hadfield,4,h,19/11/2016,12.1,3046,4,2,1,302,-37.7149,144.9474,Parkade,750074
22221,Hampton,2,u,19/11/2016,13.7,3188,2,2,2,677,-37.9448,145.0186,Underground,896000
22222,Hampton,3,h,19/11/2016,13.7,3188,3,2,2,413,-37.9352,145.0009,Outdoor Stall,1450000
22223,Hampton,2,u,19/11/2016,13.7,3188,2,1,1,266,-37.9344,145.004,Carport,898000
22224,Hampton,4,h,19/11/2016,13.7,3188,4,2,0,611,-37.9446,145.0201,Detached Garage,1515000
22225,Hampton,5,h,19/11/2016,13.7,3188,5,3,2,694,-37.9372,145.0101,Attached Garage,2980000
22226,Hampton East,3,h,19/11/2016,14.5,3188,3,1,3,583,-37.9428,145.0296,Indoor,1070000
22227,Hampton East,2,u,19/11/2016,14.5,3188,2,1,1,217,-37.9432,145.0348,Carport,801000
22232,Hawthorn,2,u,19/11/2016,4.6,3122,2,1,1,0,-37.8166,145.0163,Carport,663000
22234,Hawthorn,2,u,19/11/2016,4.6,3122,2,1,1,728,-37.8177,145.0424,Attached Garage,657500
22236,Hawthorn,4,h,19/11/2016,4.6,3122,4,4,2,905,-37.8168,145.0321,Carport,5050000
22237,Hawthorn,1,u,19/11/2016,4.6,3122,1,1,1,0,-37.8261,145.0269,Detached Garage,445000
22238,Hawthorn,2,u,19/11/2016,4.6,3122,2,1,1,747,-37.8287,145.035,Attached Garage,750000
22239,Hawthorn,3,h,19/11/2016,4.6,3122,3,1,3,218,-37.8176,145.0204,Indoor,1180000
22240,Heidelberg Heights,3,h,19/11/2016,10.5,3081,3,1,2,580,-37.738,145.0563,Parkade,725000
22241,Heidelberg Heights,2,u,19/11/2016,10.5,3081,2,1,1,166,-37.7416,145.0567,Underground,605000
22242,Heidelberg Heights,8,h,19/11/2016,10.5,3081,8,4,4,638,-37.7426,145.048,Outdoor Stall,770000
22243,Heidelberg Heights,3,h,19/11/2016,10.5,3081,3,1,2,800,-37.7406,145.0483,Parking Pad,950000
22244,Heidelberg West,4,h,19/11/2016,9.4,3081,4,2,2,521,-37.738,145.0374,Carport,715000
22246,Ivanhoe,2,u,19/11/2016,7.9,3079,2,1,1,71,-37.7634,145.0406,Attached Garage,500000
22247,Ivanhoe,3,h,19/11/2016,7.9,3079,3,3,2,290,-37.7601,145.0363,Indoor,950000
22249,Ivanhoe,2,u,19/11/2016,7.9,3079,2,1,1,0,-37.759,145.047,Underground,450000
22251,Kealba,3,h,19/11/2016,15.0,3021,3,1,0,534,-37.7294,144.8216,Parking Pad,461000
22252,Kealba,4,h,19/11/2016,15.0,3021,4,2,2,649,-37.7382,144.8292,Carport,751000
22254,Keilor East,3,h,19/11/2016,12.8,3033,3,2,2,716,-37.734,144.8593,Attached Garage,695000
22255,Kensington,3,h,19/11/2016,4.2,3031,3,2,2,250,-37.792,144.9324,Indoor,1260000
22256,Kensington,3,h,19/11/2016,4.2,3031,3,2,2,211,-37.7926,144.9197,Parkade,1000000
22257,Kensington,2,h,19/11/2016,4.2,3031,2,1,1,197,-37.7918,144.9264,Underground,1155000
22258,Kensington,2,t,19/11/2016,4.2,3031,2,1,3,62,-37.7917,144.9231,Carport,700000
22259,Kew,4,h,19/11/2016,5.6,3101,4,2,2,820,-37.804,145.0553,Detached Garage,2240000
22260,Kew,2,h,19/11/2016,5.6,3101,2,1,0,381,-37.8033,145.036,Attached Garage,1275000
22262,Kew,3,t,19/11/2016,5.6,3101,3,2,2,205,-37.7993,145.0267,Parkade,1330000
22263,Kew East,2,u,19/11/2016,7.5,3102,2,1,1,0,-37.7927,145.0597,Carport,1110000
22266,Maidstone,5,h,19/11/2016,9.2,3012,5,3,2,527,-37.7746,144.8727,Indoor,1350000
22267,Maidstone,3,h,19/11/2016,9.2,3012,3,1,2,492,-37.7909,144.8777,Parkade,930000
22271,Malvern,5,h,19/11/2016,7.4,3144,5,3,3,580,-37.8653,145.0304,Detached Garage,4240000
22275,Malvern East,3,h,19/11/2016,11.2,3145,3,2,1,400,-37.8718,145.0404,Carport,1870000
22279,Malvern East,4,h,19/11/2016,11.2,3145,4,2,1,504,-37.8834,145.0635,Parkade,1580000
22280,Maribyrnong,2,u,19/11/2016,8.7,3032,2,2,1,0,-37.7853,144.8999,Carport,470000
22281,Maribyrnong,3,h,19/11/2016,8.7,3032,3,1,2,926,-37.769,144.8909,Detached Garage,1460000
22282,Melbourne,1,u,19/11/2016,2.8,3000,1,1,1,0,-37.8157,144.9727,Attached Garage,700000
22284,Melbourne,2,u,19/11/2016,2.8,3000,1,1,1,4051,-37.8072,144.9623,Detached Garage,520000
22285,Middle Park,4,h,19/11/2016,4.1,3206,4,2,1,182,-37.8518,144.9663,Attached Garage,3120000
22287,Mont Albert,5,h,19/11/2016,11.8,3127,5,1,0,711,-37.8195,145.1134,Parkade,1815000
22289,Mont Albert,2,u,19/11/2016,11.8,3127,2,2,2,0,-37.8161,145.1098,Outdoor Stall,725000
22290,Moonee Ponds,1,u,19/11/2016,6.9,3039,1,1,1,0,-37.758,144.9237,Carport,265000
22292,Moonee Ponds,2,h,19/11/2016,6.9,3039,2,1,1,345,-37.773,144.9335,Attached Garage,849000
22293,Moorabbin,2,u,19/11/2016,14.6,3189,2,1,1,83,-37.9355,145.0485,Indoor,639000
22294,Moorabbin,2,u,19/11/2016,14.6,3189,2,1,2,180,-37.9363,145.0564,Carport,605000
22295,Moorabbin,3,h,19/11/2016,14.6,3189,3,1,1,593,-37.9431,145.0484,Detached Garage,960000
22296,Newport,3,h,19/11/2016,8.4,3015,3,1,2,771,-37.8439,144.8715,Attached Garage,1185000
22297,Newport,3,t,19/11/2016,8.4,3015,3,2,2,224,-37.8424,144.8653,Indoor,770000
22298,Newport,3,h,19/11/2016,8.4,3015,3,2,0,288,-37.8426,144.89,Parkade,1200000
22299,Niddrie,2,h,19/11/2016,11.2,3042,2,1,2,650,-37.7378,144.8893,Carport,1190000
22300,North Melbourne,2,h,19/11/2016,2.3,3051,2,2,0,109,-37.795,144.942,Detached Garage,1010000
22301,North Melbourne,2,h,19/11/2016,2.3,3051,2,1,0,161,-37.8043,144.9437,Attached Garage,1266000
22302,North Melbourne,2,u,19/11/2016,2.3,3051,2,1,2,0,-37.8004,144.9544,Indoor,620000
22303,Northcote,3,h,19/11/2016,5.5,3070,3,1,1,407,-37.7799,144.9937,Carport,1715000
22304,Northcote,3,h,19/11/2016,5.5,3070,3,1,1,302,-37.7636,144.9864,Detached Garage,1396500
22305,Northcote,1,u,19/11/2016,5.5,3070,1,1,1,0,-37.7827,144.9999,Attached Garage,422000
22306,Northcote,3,h,19/11/2016,5.5,3070,3,1,0,304,-37.7642,145.001,Indoor,1474000
22307,Northcote,3,h,19/11/2016,5.5,3070,3,2,1,165,-37.7814,145.0039,Parkade,1340000
22308,Northcote,3,h,19/11/2016,5.5,3070,3,1,0,279,-37.77,145.0049,Underground,980000
22310,Oak Park,4,h,19/11/2016,11.5,3046,4,1,1,780,-37.7182,144.9246,Parking Pad,1005000
22316,Parkville,4,h,19/11/2016,2.6,3052,4,2,1,165,-37.7933,144.9556,Underground,1717500
22317,Parkville,2,h,19/11/2016,2.6,3052,2,1,0,70,-37.7931,144.9565,Outdoor Stall,1265000
