,Suburb,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance
28435,Brunswick West,2,u,380000,15/10/2016,3055,Northern Metropolitan,7082,5.2
28436,Brunswick West,3,h,1095000,15/10/2016,3055,Northern Metropolitan,7082,5.2
28437,Brunswick West,2,t,680000,15/10/2016,3055,Northern Metropolitan,7082,5.2
28438,Bulleen,4,h,1302000,15/10/2016,3105,Eastern Metropolitan,4480,10.8
28439,Bulleen,3,h,1050000,15/10/2016,3105,Eastern Metropolitan,4480,10.8
28441,Bundoora,4,h,655000,15/10/2016,3083,Northern Metropolitan,10175,12.1
28442,Bundoora,3,h,753000,15/10/2016,3083,Northern Metropolitan,10175,12.1
28443,Bundoora,3,u,550500,15/10/2016,3083,Northern Metropolitan,10175,12.1
28444,Bundoora,5,h,1265000,15/10/2016,3083,Northern Metropolitan,10175,12.1
28445,Burwood,3,h,1175000,15/10/2016,3125,Southern Metropolitan,5678,10.4
28446,Burwood,3,h,1521000,15/10/2016,3125,Southern Metropolitan,5678,10.4
28452,Camberwell,2,u,550000,15/10/2016,3124,Southern Metropolitan,8920,7.7
28453,Camberwell,5,h,2608000,15/10/2016,3124,Southern Metropolitan,8920,7.7
28456,Camberwell,3,h,1410000,15/10/2016,3124,Southern Metropolitan,8920,7.7
28457,Camberwell,3,h,1780000,15/10/2016,3124,Southern Metropolitan,8920,7.7
28462,Canterbury,5,h,2350000,15/10/2016,3126,Southern Metropolitan,3265,8.4
28463,Canterbury,3,t,1680000,15/10/2016,3126,Southern Metropolitan,3265,8.4
28464,Canterbury,3,h,1640000,15/10/2016,3126,Southern Metropolitan,3265,8.4
28465,Carlton,3,h,920000,15/10/2016,3053,Northern Metropolitan,6786,1.6
28466,Carlton North,2,h,1330000,15/10/2016,3054,Northern Metropolitan,3106,3.5
28468,Carnegie,1,u,345000,15/10/2016,3163,Southern Metropolitan,7822,10.1
28469,Caroline Springs,3,h,420000,15/10/2016,3023,Western Metropolitan,7719,14.8
28470,Carrum,3,t,628000,15/10/2016,3197,South-Eastern Metropolitan,1989,31.2
28471,Caulfield North,3,h,1400000,15/10/2016,3161,Southern Metropolitan,6923,7.8
28472,Caulfield North,4,h,2830000,15/10/2016,3161,Southern Metropolitan,6923,7.8
28474,Caulfield South,2,u,525500,15/10/2016,3162,Southern Metropolitan,5051,8.7
28475,Chadstone,3,h,992000,15/10/2016,3148,Southern Metropolitan,3582,11.7
28477,Chadstone,3,h,650000,15/10/2016,3148,Southern Metropolitan,3582,11.7
28478,Chelsea,2,u,386000,15/10/2016,3196,South-Eastern Metropolitan,3906,27.0
28479,Chelsea Heights,3,h,691000,15/10/2016,3196,South-Eastern Metropolitan,2076,27.0
28480,Cheltenham,2,u,600000,15/10/2016,3192,Southern Metropolitan,9758,17.9
28481,Cheltenham,5,h,1232000,15/10/2016,3192,Southern Metropolitan,9758,17.9
28482,Cheltenham,3,h,1440000,15/10/2016,3192,Southern Metropolitan,9758,17.9
28483,Cheltenham,3,t,956000,15/10/2016,3192,Southern Metropolitan,9758,17.9
28484,Clarinda,3,h,808000,15/10/2016,3169,South-Eastern Metropolitan,2727,17.5
28485,Clarinda,3,t,665000,15/10/2016,3169,South-Eastern Metropolitan,2727,17.5
28486,Clarinda,3,u,850000,15/10/2016,3169,South-Eastern Metropolitan,2727,17.5
28487,Clayton,3,h,1309000,15/10/2016,3168,South-Eastern Metropolitan,5837,16.7
28488,Clayton,3,h,1460000,15/10/2016,3168,South-Eastern Metropolitan,5837,16.7
28489,Clayton South,3,h,739000,15/10/2016,3169,South-Eastern Metropolitan,4734,17.5
28490,Clayton South,4,h,806000,15/10/2016,3169,South-Eastern Metropolitan,4734,17.5
28491,Clayton South,3,u,635000,15/10/2016,3169,South-Eastern Metropolitan,4734,17.5
28492,Clifton Hill,4,h,2560000,15/10/2016,3068,Northern Metropolitan,2954,3.6
28493,Clifton Hill,2,h,1620000,15/10/2016,3068,Northern Metropolitan,2954,3.6
28496,Coburg,2,h,903000,15/10/2016,3058,Northern Metropolitan,11204,6.7
28497,Coburg,3,h,1000000,15/10/2016,3058,Northern Metropolitan,11204,6.7
28499,Coburg,4,h,1742000,15/10/2016,3058,Northern Metropolitan,11204,6.7
28500,Coburg North,2,t,523000,15/10/2016,3058,Northern Metropolitan,3445,6.7
28501,Coburg North,3,h,772000,15/10/2016,3058,Northern Metropolitan,3445,6.7
28502,Collingwood,2,h,1260000,15/10/2016,3066,Northern Metropolitan,4553,2.0
28504,Craigieburn,5,h,446000,15/10/2016,3064,Northern Metropolitan,15510,20.6
28508,Craigieburn,4,h,532000,15/10/2016,3064,Northern Metropolitan,15510,20.6
28510,Craigieburn,3,h,500000,15/10/2016,3064,Northern Metropolitan,15510,20.6
28512,Cremorne,2,h,895000,15/10/2016,3121,Northern Metropolitan,1123,2.4
28513,Croydon,3,h,625000,15/10/2016,3136,Eastern Metropolitan,11925,23.0
28515,Croydon North,5,h,1392500,15/10/2016,3136,Eastern Metropolitan,2985,23.0
28516,Croydon South,2,h,526000,15/10/2016,3136,Eastern Metropolitan,1863,23.0
28517,Dallas,3,h,345000,15/10/2016,3047,Northern Metropolitan,2246,14.0
28518,Dandenong,3,h,478000,15/10/2016,3175,South-Eastern Metropolitan,10894,24.7
28519,Dandenong,3,h,750000,15/10/2016,3175,South-Eastern Metropolitan,10894,24.7
28523,Dandenong North,3,h,555300,15/10/2016,3175,South-Eastern Metropolitan,8322,24.7
28524,Dandenong North,4,h,672000,15/10/2016,3175,South-Eastern Metropolitan,8322,24.7
28525,Deepdene,2,h,1000000,15/10/2016,3103,Southern Metropolitan,892,7.9
28526,Deer Park,3,h,430000,15/10/2016,3023,Western Metropolitan,6388,14.8
28527,Delahey,5,h,671000,15/10/2016,3037,Western Metropolitan,2898,18.0
28529,Dingley Village,4,h,810000,15/10/2016,3172,South-Eastern Metropolitan,3940,22.2
28530,Dingley Village,4,h,742000,15/10/2016,3172,South-Eastern Metropolitan,3940,22.2
28531,Dingley Village,3,h,665000,15/10/2016,3172,South-Eastern Metropolitan,3940,22.2
28532,Doncaster,3,h,1180000,15/10/2016,3108,Eastern Metropolitan,9028,12.4
28533,Doncaster,3,t,746000,15/10/2016,3108,Eastern Metropolitan,9028,12.4
28535,Doncaster East,4,h,1380000,15/10/2016,3109,Eastern Metropolitan,10999,14.3
28536,Doncaster East,3,h,1508000,15/10/2016,3109,Eastern Metropolitan,10999,14.3
28538,Doncaster East,3,h,1382000,15/10/2016,3109,Eastern Metropolitan,10999,14.3
28539,Donvale,4,h,1110000,15/10/2016,3111,Eastern Metropolitan,4790,16.1
28540,Donvale,3,h,1501500,15/10/2016,3111,Eastern Metropolitan,4790,16.1
28541,Donvale,3,h,1233000,15/10/2016,3111,Eastern Metropolitan,4790,16.1
28544,Eaglemont,4,h,2050000,15/10/2016,3084,Eastern Metropolitan,1651,8.9
28545,Eaglemont,5,h,1930000,15/10/2016,3084,Eastern Metropolitan,1651,8.9
28546,Edithvale,3,h,818500,15/10/2016,3196,South-Eastern Metropolitan,2546,27.0
28547,Edithvale,3,t,696000,15/10/2016,3196,South-Eastern Metropolitan,2546,27.0
28548,Elsternwick,2,h,900000,15/10/2016,3185,Southern Metropolitan,4898,7.2
28549,Elsternwick,3,h,1390000,15/10/2016,3185,Southern Metropolitan,4898,7.2
28551,Eltham,5,h,892500,15/10/2016,3095,Eastern Metropolitan,6990,18.0
28552,Eltham,3,h,1001000,15/10/2016,3095,Eastern Metropolitan,6990,18.0
28554,Eltham,3,h,610000,15/10/2016,3095,Eastern Metropolitan,6990,18.0
28555,Eltham,5,h,890000,15/10/2016,3095,Eastern Metropolitan,6990,18.0
28556,Eltham North,3,h,1050000,15/10/2016,3095,Eastern Metropolitan,2346,18.0
28557,Eltham North,4,h,930000,15/10/2016,3095,Eastern Metropolitan,2346,18.0
28558,Elwood,2,u,630000,15/10/2016,3184,Southern Metropolitan,8989,7.2
28562,Epping,4,h,535000,15/10/2016,3076,Northern Metropolitan,10926,19.6
28563,Epping,3,h,465000,15/10/2016,3076,Northern Metropolitan,10926,19.6
28564,Epping,3,u,367000,15/10/2016,3076,Northern Metropolitan,10926,19.6
28565,Epping,3,h,498000,15/10/2016,3076,Northern Metropolitan,10926,19.6
28566,Epping,3,h,437000,15/10/2016,3076,Northern Metropolitan,10926,19.6
28567,Epping,3,h,622000,15/10/2016,3076,Northern Metropolitan,10926,19.6
28568,Epping,4,h,726000,15/10/2016,3076,Northern Metropolitan,10926,19.6
28570,Essendon,2,u,520000,15/10/2016,3040,Western Metropolitan,9264,7.5
28572,Essendon,2,u,585000,15/10/2016,3040,Western Metropolitan,9264,7.5
28573,Essendon,4,h,1295000,15/10/2016,3040,Western Metropolitan,9264,7.5
28574,Essendon,3,t,720000,15/10/2016,3040,Western Metropolitan,9264,7.5
28575,Essendon,2,h,732500,15/10/2016,3040,Western Metropolitan,9264,7.5
28576,Essendon,4,h,1635000,15/10/2016,3040,Western Metropolitan,9264,7.5
28577,Essendon,2,u,485000,15/10/2016,3040,Western Metropolitan,9264,7.5
28578,Essendon,3,h,980000,15/10/2016,3040,Western Metropolitan,9264,7.5
28579,Essendon,3,u,840000,15/10/2016,3040,Western Metropolitan,9264,7.5
28580,Essendon,2,h,1001000,15/10/2016,3040,Western Metropolitan,9264,7.5
28581,Essendon,3,u,891000,15/10/2016,3040,Western Metropolitan,9264,7.5
28582,Essendon,2,t,580000,15/10/2016,3040,Western Metropolitan,9264,7.5
28583,Essendon West,3,h,685000,15/10/2016,3040,Western Metropolitan,588,7.5
28584,Essendon West,4,t,652500,15/10/2016,3040,Western Metropolitan,588,7.5
28585,Fairfield,4,h,1730000,15/10/2016,3078,Northern Metropolitan,2970,5.7
28586,Fairfield,2,u,438000,15/10/2016,3078,Northern Metropolitan,2970,5.7
28587,Fawkner,3,t,460000,15/10/2016,3060,Northern Metropolitan,5070,13.1
28589,Fawkner,4,h,570500,15/10/2016,3060,Northern Metropolitan,5070,13.1
28591,Fawkner,1,u,288000,15/10/2016,3060,Northern Metropolitan,5070,13.1
28593,Fitzroy North,2,h,1315000,15/10/2016,3068,Northern Metropolitan,6244,3.6
28596,Fitzroy North,2,h,1210000,15/10/2016,3068,Northern Metropolitan,6244,3.6
28597,Flemington,3,h,1205000,15/10/2016,3031,Northern Metropolitan,3593,3.4
28598,Flemington,2,u,395000,15/10/2016,3031,Northern Metropolitan,3593,3.4
28599,Flemington,2,u,476000,15/10/2016,3031,Northern Metropolitan,3593,3.4
28600,Footscray,2,u,295000,15/10/2016,3011,Western Metropolitan,7570,5.1
28601,Footscray,2,u,433000,15/10/2016,3011,Western Metropolitan,7570,5.1
28602,Footscray,2,t,410000,15/10/2016,3011,Western Metropolitan,7570,5.1
28603,Footscray,2,h,1170000,15/10/2016,3011,Western Metropolitan,7570,5.1
28605,Forest Hill,3,t,650000,15/10/2016,3131,Eastern Metropolitan,4385,15.4
28606,Forest Hill,3,h,850000,15/10/2016,3131,Eastern Metropolitan,4385,15.4
28607,Frankston,3,h,696000,15/10/2016,3199,South-Eastern Metropolitan,17055,38.0
28608,Frankston South,3,h,890000,15/10/2016,3199,South-Eastern Metropolitan,7566,38.0
28609,Frankston South,3,h,645000,15/10/2016,3199,South-Eastern Metropolitan,7566,38.0
28610,Frankston South,3,h,830000,15/10/2016,3199,South-Eastern Metropolitan,7566,38.0
28611,Gladstone Park,4,h,617500,15/10/2016,3043,Western Metropolitan,3285,12.9
28612,Gladstone Park,5,h,550000,15/10/2016,3043,Western Metropolitan,3285,12.9
28613,Gladstone Park,4,h,726000,15/10/2016,3043,Western Metropolitan,3285,12.9
28614,Gladstone Park,3,h,540000,15/10/2016,3043,Western Metropolitan,3285,12.9
28615,Glen Iris,2,t,585000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28616,Glen Iris,5,h,1960000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28617,Glen Iris,4,h,1700000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28619,Glen Iris,2,u,680000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28621,Glen Iris,4,h,2225000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28625,Glen Iris,3,t,1220000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28626,Glen Iris,3,h,1375000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28628,Glen Iris,2,h,920000,15/10/2016,3146,Southern Metropolitan,10412,7.3
28630,Glen Waverley,4,h,1585000,15/10/2016,3150,Eastern Metropolitan,15321,16.7
28631,Glen Waverley,5,h,1661000,15/10/2016,3150,Eastern Metropolitan,15321,16.7
28632,Glen Waverley,4,t,920000,15/10/2016,3150,Eastern Metropolitan,15321,16.7
28636,Glen Waverley,4,h,1560000,15/10/2016,3150,Eastern Metropolitan,15321,16.7
28637,Glen Waverley,3,h,1101000,15/10/2016,3150,Eastern Metropolitan,15321,16.7
28638,Glen Waverley,4,h,1225000,15/10/2016,3150,Eastern Metropolitan,15321,16.7
28639,Glen Waverley,3,h,1508999,15/10/2016,3150,Eastern Metropolitan,15321,16.7
28640,Glenroy,3,h,447500,15/10/2016,3046,Northern Metropolitan,8870,11.2
28641,Glenroy,3,h,588000,15/10/2016,3046,Northern Metropolitan,8870,11.2
28644,Glenroy,3,h,695000,15/10/2016,3046,Northern Metropolitan,8870,11.2
28645,Glenroy,3,h,420000,15/10/2016,3046,Northern Metropolitan,8870,11.2
28647,Glenroy,2,u,410000,15/10/2016,3046,Northern Metropolitan,8870,11.2
28648,Glenroy,3,h,688000,15/10/2016,3046,Northern Metropolitan,8870,11.2
28649,Glenroy,3,h,612500,15/10/2016,3046,Northern Metropolitan,8870,11.2
28650,Greenvale,4,h,745000,15/10/2016,3059,Northern Metropolitan,4864,20.4
28652,Greenvale,4,h,630000,15/10/2016,3059,Northern Metropolitan,4864,20.4
28653,Hadfield,2,u,405000,15/10/2016,3046,Northern Metropolitan,2606,11.2
28654,Hadfield,3,h,660000,15/10/2016,3046,Northern Metropolitan,2606,11.2
28655,Hallam,3,h,488000,15/10/2016,3803,South-Eastern Metropolitan,3728,32.3
28656,Hampton,3,h,1050000,15/10/2016,3188,Southern Metropolitan,5454,13.8
28657,Hampton,2,h,1690000,15/10/2016,3188,Southern Metropolitan,5454,13.8
28658,Hampton,3,u,810000,15/10/2016,3188,Southern Metropolitan,5454,13.8
28661,Hampton,3,h,1460000,15/10/2016,3188,Southern Metropolitan,5454,13.8
28662,Hampton,3,h,1620000,15/10/2016,3188,Southern Metropolitan,5454,13.8
28663,Hampton,3,h,910000,15/10/2016,3188,Southern Metropolitan,5454,13.8
28664,Hawthorn,1,u,320000,15/10/2016,3122,Southern Metropolitan,11308,5.3
28667,Hawthorn,2,h,1828500,15/10/2016,3122,Southern Metropolitan,11308,5.3
28669,Hawthorn,1,u,400000,15/10/2016,3122,Southern Metropolitan,11308,5.3
28670,Hawthorn,4,u,1650000,15/10/2016,3122,Southern Metropolitan,11308,5.3
28671,Hawthorn East,2,u,670000,15/10/2016,3123,Southern Metropolitan,6482,6.2
28673,Hawthorn East,4,h,2381000,15/10/2016,3123,Southern Metropolitan,6482,6.2
28674,Hawthorn East,4,t,1738000,15/10/2016,3123,Southern Metropolitan,6482,6.2
28675,Hawthorn East,2,h,1582000,15/10/2016,3123,Southern Metropolitan,6482,6.2
28678,Heathmont,3,t,756000,15/10/2016,3135,Eastern Metropolitan,3794,21.3
28680,Highett,3,h,910000,15/10/2016,3190,Southern Metropolitan,4794,16.0
28681,Highett,3,h,1200000,15/10/2016,3190,Southern Metropolitan,4794,16.0
28682,Highett,4,h,1393000,15/10/2016,3190,Southern Metropolitan,4794,16.0
28683,Hillside,3,h,445000,15/10/2016,3037,Western Metropolitan,5556,18.0
28684,Hillside,3,h,344000,15/10/2016,3037,Western Metropolitan,5556,18.0
28685,Hillside,4,h,614000,15/10/2016,3037,Western Metropolitan,5556,18.0
28686,Hillside,4,h,482000,15/10/2016,3037,Western Metropolitan,5556,18.0
28687,Hoppers Crossing,3,h,455000,15/10/2016,3029,Western Metropolitan,13830,18.4
28688,Hoppers Crossing,4,h,407500,15/10/2016,3029,Western Metropolitan,13830,18.4
28689,Hughesdale,2,h,1262000,15/10/2016,3166,Southern Metropolitan,3145,12.3
28690,Hughesdale,3,h,880000,15/10/2016,3166,Southern Metropolitan,3145,12.3
28691,Hughesdale,4,h,1337000,15/10/2016,3166,Southern Metropolitan,3145,12.3
28692,Ivanhoe,2,t,610000,15/10/2016,3079,Eastern Metropolitan,5549,7.8
28694,Ivanhoe,2,u,690000,15/10/2016,3079,Eastern Metropolitan,5549,7.8
28695,Ivanhoe,3,h,1535000,15/10/2016,3079,Eastern Metropolitan,5549,7.8
28697,Ivanhoe,4,h,1470000,15/10/2016,3079,Eastern Metropolitan,5549,7.8
28698,Ivanhoe,3,h,1486000,15/10/2016,3079,Eastern Metropolitan,5549,7.8
28699,Kealba,4,h,1095000,15/10/2016,3021,Western Metropolitan,1202,14.0
28700,Keilor,4,h,650000,15/10/2016,3036,Western Metropolitan,2339,14.5
28702,Keilor Downs,3,h,627500,15/10/2016,3038,Western Metropolitan,3656,15.5
28703,Keilor East,3,h,740000,15/10/2016,3033,Western Metropolitan,5629,11.7
28704,Keilor Park,3,h,650000,15/10/2016,3042,Western Metropolitan,1119,10.4
28705,Kensington,3,h,1135000,15/10/2016,3031,Northern Metropolitan,5263,3.4
28706,Kensington,4,h,975000,15/10/2016,3031,Northern Metropolitan,5263,3.4
28707,Kew,2,u,672000,15/10/2016,3101,Southern Metropolitan,10331,5.4
28708,Kew,4,h,2286000,15/10/2016,3101,Southern Metropolitan,10331,5.4
28711,Kew,5,h,2600000,15/10/2016,3101,Southern Metropolitan,10331,5.4
28713,Kew,3,h,1575000,15/10/2016,3101,Southern Metropolitan,10331,5.4
28714,Kew,2,u,590000,15/10/2016,3101,Southern Metropolitan,10331,5.4
28716,Kew,2,u,765000,15/10/2016,3101,Southern Metropolitan,10331,5.4
28717,Kew,2,h,1507000,15/10/2016,3101,Southern Metropolitan,10331,5.4
28718,Kew East,4,h,1830000,15/10/2016,3102,Southern Metropolitan,2671,7.3
28719,Kew East,3,h,1300000,15/10/2016,3102,Southern Metropolitan,2671,7.3
28720,Kew East,3,h,1880000,15/10/2016,3102,Southern Metropolitan,2671,7.3
28722,Kingsville,1,h,750000,15/10/2016,3012,Western Metropolitan,1808,6.4
28723,Kingsville,2,u,440000,15/10/2016,3012,Western Metropolitan,1808,6.4
28724,Kooyong,2,h,1290000,15/10/2016,3144,Southern Metropolitan,394,5.9
28725,Lalor,3,u,395000,15/10/2016,3075,Northern Metropolitan,8279,16.3
28726,Lalor,3,h,481000,15/10/2016,3075,Northern Metropolitan,8279,16.3
28728,Lalor,3,h,497500,15/10/2016,3075,Northern Metropolitan,8279,16.3
28729,Lower Plenty,2,u,540000,15/10/2016,3093,Eastern Metropolitan,1624,14.6
28730,MacLeod,3,h,725000,15/10/2016,3085,Northern Metropolitan,4168,12.7
28731,Maidstone,3,t,728000,15/10/2016,3012,Western Metropolitan,3873,6.4
28732,Maidstone,4,h,741000,15/10/2016,3012,Western Metropolitan,3873,6.4
28733,Maidstone,2,t,600000,15/10/2016,3012,Western Metropolitan,3873,6.4
28734,Maidstone,3,h,695000,15/10/2016,3012,Western Metropolitan,3873,6.4
28735,Maidstone,3,h,935000,15/10/2016,3012,Western Metropolitan,3873,6.4
28736,Malvern,3,h,2415000,15/10/2016,3144,Southern Metropolitan,4675,5.9
28738,Malvern,2,u,710000,15/10/2016,3144,Southern Metropolitan,4675,5.9
28740,Malvern,2,u,566000,15/10/2016,3144,Southern Metropolitan,4675,5.9
28741,Malvern East,5,h,1600000,15/10/2016,3145,Southern Metropolitan,8801,8.4
28742,Malvern East,4,h,2001000,15/10/2016,3145,Southern Metropolitan,8801,8.4
28744,Maribyrnong,2,u,460000,15/10/2016,3032,Western Metropolitan,4918,4.3
28745,McKinnon,2,u,530000,15/10/2016,3204,Southern Metropolitan,2397,11.4
28746,McKinnon,2,u,430000,15/10/2016,3204,Southern Metropolitan,2397,11.4
28747,McKinnon,4,h,1940000,15/10/2016,3204,Southern Metropolitan,2397,11.4
28748,McKinnon,3,h,1630000,15/10/2016,3204,Southern Metropolitan,2397,11.4
28749,McKinnon,5,h,1350000,15/10/2016,3204,Southern Metropolitan,2397,11.4
28751,McKinnon,3,h,1306000,15/10/2016,3204,Southern Metropolitan,2397,11.4
28752,Melbourne,1,u,500000,15/10/2016,3000,Northern Metropolitan,17496,0.0
28753,Melbourne,3,u,750000,15/10/2016,3000,Northern Metropolitan,17496,0.0
28754,Melbourne,1,u,375000,15/10/2016,3000,Northern Metropolitan,17496,0.0
28755,Melbourne,2,u,600000,15/10/2016,3000,Northern Metropolitan,17496,0.0
28758,Melbourne,1,u,435000,15/10/2016,3000,Northern Metropolitan,17496,0.0
28759,Melbourne,2,u,363500,15/10/2016,3000,Northern Metropolitan,17496,0.0
28760,Melton,3,h,240000,15/10/2016,3337,Western Victoria,3600,31.7
28762,Melton West,4,h,271000,15/10/2016,3337,Northern Victoria,6065,31.7
28763,Mentone,3,h,1121000,15/10/2016,3194,South-Eastern Metropolitan,6162,20.0
28765,Mentone,4,h,3033000,15/10/2016,3194,South-Eastern Metropolitan,6162,20.0
28766,Mentone,3,t,1190000,15/10/2016,3194,South-Eastern Metropolitan,6162,20.0
28768,Mernda,3,h,545000,15/10/2016,3754,Northern Metropolitan,5812,25.9
28769,Mernda,4,h,495000,15/10/2016,3754,Northern Metropolitan,5812,25.9
28771,Mill Park,3,h,552000,15/10/2016,3082,Northern Metropolitan,10529,17.9
28772,Mill Park,4,h,705000,15/10/2016,3082,Northern Metropolitan,10529,17.9
28773,Mill Park,4,h,936000,15/10/2016,3082,Northern Metropolitan,10529,17.9
28774,Mitcham,4,h,1112000,15/10/2016,3132,Eastern Metropolitan,6871,17.2
28775,Mitcham,3,h,827000,15/10/2016,3132,Eastern Metropolitan,6871,17.2
28776,Mitcham,3,h,930000,15/10/2016,3132,Eastern Metropolitan,6871,17.2
28777,Mitcham,4,h,1590000,15/10/2016,3132,Eastern Metropolitan,6871,17.2
28778,Mont Albert,3,t,1310000,15/10/2016,3127,Eastern Metropolitan,2079,10.2
28779,Mont Albert,2,u,540000,15/10/2016,3127,Eastern Metropolitan,2079,10.2
28780,Montmorency,3,h,712500,15/10/2016,3094,Eastern Metropolitan,3891,16.2
28781,Montmorency,4,h,940000,15/10/2016,3094,Eastern Metropolitan,3891,16.2
28782,Moonee Ponds,2,h,750000,15/10/2016,3039,Western Metropolitan,6232,6.2
28783,Moonee Ponds,2,h,1013000,15/10/2016,3039,Western Metropolitan,6232,6.2
28784,Moonee Ponds,3,h,840000,15/10/2016,3039,Western Metropolitan,6232,6.2
28785,Moonee Ponds,1,u,465000,15/10/2016,3039,Western Metropolitan,6232,6.2
28786,Moonee Ponds,4,h,1150000,15/10/2016,3039,Western Metropolitan,6232,6.2
28787,Moonee Ponds,5,h,1900000,15/10/2016,3039,Western Metropolitan,6232,6.2
28788,Moonee Ponds,3,t,890500,15/10/2016,3039,Western Metropolitan,6232,6.2
28789,Moonee Ponds,5,h,2340000,15/10/2016,3039,Western Metropolitan,6232,6.2
28792,Moorabbin,3,t,905000,15/10/2016,3189,Southern Metropolitan,2555,14.3
28793,Mordialloc,4,h,1431000,15/10/2016,3195,South-Eastern Metropolitan,3650,21.5
28794,Mordialloc,4,h,1275000,15/10/2016,3195,South-Eastern Metropolitan,3650,21.5
28795,Mordialloc,4,h,1188000,15/10/2016,3195,South-Eastern Metropolitan,3650,21.5
28796,Mount Waverley,4,h,1655000,15/10/2016,3149,Eastern Metropolitan,13366,14.2
28797,Mount Waverley,3,h,1100000,15/10/2016,3149,Eastern Metropolitan,13366,14.2
28798,Mount Waverley,3,h,1635000,15/10/2016,3149,Eastern Metropolitan,13366,14.2
28799,Mount Waverley,3,h,1480000,15/10/2016,3149,Eastern Metropolitan,13366,14.2
28800,Mount Waverley,4,t,1265000,15/10/2016,3149,Eastern Metropolitan,13366,14.2
