,Date,Suburb,Postcode,Distance,Type,Rooms,Price
24773,13/10/2018,Avondale Heights,3034,9.5,h,3,680000
24774,13/10/2018,Avondale Heights,3034,9.5,h,4,1000000
24775,13/10/2018,Balaclava,3183,6.4,u,2,400000
24776,13/10/2018,Balaclava,3183,6.4,u,2,435000
24777,13/10/2018,Balaclava,3183,6.4,u,2,795000
24780,13/10/2018,Balwyn North,3104,9.7,h,4,2400000
24781,13/10/2018,Balwyn North,3104,9.7,h,3,1525000
24782,13/10/2018,Balwyn North,3104,9.7,h,3,1200000
24783,13/10/2018,Balwyn North,3104,9.7,h,3,1425000
24785,13/10/2018,Beaumaris,3193,17.3,h,5,1400000
24787,13/10/2018,Bentleigh,3204,11.4,h,3,1550000
24788,13/10/2018,Bentleigh,3204,11.4,h,3,900000
24794,13/10/2018,Bentleigh,3204,11.4,h,4,1000000
24795,13/10/2018,Bentleigh East,3165,13.8,t,4,1150000
24797,13/10/2018,Bentleigh East,3165,13.8,h,3,1020000
24798,13/10/2018,Bentleigh East,3165,13.8,h,3,700000
24799,13/10/2018,Bentleigh East,3165,13.8,u,2,455000
24800,13/10/2018,Bentleigh East,3165,13.8,h,3,930000
24802,13/10/2018,Bentleigh East,3165,13.8,t,4,1190000
24804,13/10/2018,Berwick,3806,35.2,h,6,650000
24807,13/10/2018,Blackburn,3130,13.4,h,4,1181000
24809,13/10/2018,Blackburn,3130,13.4,h,3,1200000
24810,13/10/2018,Blackburn South,3130,13.4,h,5,1100000
24811,13/10/2018,Blackburn South,3130,13.4,u,3,910000
24813,13/10/2018,Blackburn South,3130,13.4,u,2,665000
24818,13/10/2018,Brighton,3186,10.5,h,4,2890000
24820,13/10/2018,Brighton,3186,10.5,t,3,2155000
24821,13/10/2018,Brighton,3186,10.5,h,2,1750000
24822,13/10/2018,Brighton,3186,10.5,u,2,810000
24823,13/10/2018,Brighton,3186,10.5,u,2,785000
24824,13/10/2018,Brighton,3186,10.5,h,2,1360000
24826,13/10/2018,Brighton,3186,10.5,u,2,986000
24827,13/10/2018,Brighton East,3187,10.3,u,3,1205000
24829,13/10/2018,Brighton East,3187,10.3,h,4,1800000
24831,13/10/2018,Brighton East,3187,10.3,h,3,1355000
24832,13/10/2018,Broadmeadows,3047,14.0,t,3,470000
24834,13/10/2018,Broadmeadows,3047,14.0,h,3,620000
24835,13/10/2018,Broadmeadows,3047,14.0,h,3,590000
24839,13/10/2018,Brunswick,3056,5.2,u,2,555000
24840,13/10/2018,Brunswick,3056,5.2,h,2,1120000
24841,13/10/2018,Brunswick,3056,5.2,h,2,995000
24842,13/10/2018,Brunswick,3056,5.2,h,4,1080000
24843,13/10/2018,Brunswick,3056,5.2,h,3,822000
24844,13/10/2018,Brunswick,3056,5.2,u,3,550000
24845,13/10/2018,Brunswick,3056,5.2,h,5,900000
24846,13/10/2018,Brunswick,3056,5.2,h,3,2025000
24849,13/10/2018,Brunswick West,3055,5.2,t,2,580000
24850,13/10/2018,Bulla,3428,22.9,h,4,1431500
24851,13/10/2018,Bulleen,3105,10.8,h,3,1020000
24853,13/10/2018,Bundoora,3083,12.1,h,3,643000
24854,13/10/2018,Bundoora,3083,12.1,h,4,995000
24856,13/10/2018,Camberwell,3124,7.7,h,3,1690000
24858,13/10/2018,Camberwell,3124,7.7,u,3,857500
24859,13/10/2018,Canterbury,3126,8.4,h,2,2200000
24860,13/10/2018,Canterbury,3126,8.4,h,3,2200000
24861,13/10/2018,Carlton North,3054,3.5,h,2,1225000
24862,13/10/2018,Carlton North,3054,3.5,t,2,750000
24863,13/10/2018,Carnegie,3163,10.1,u,1,315000
24864,13/10/2018,Caroline Springs,3023,14.8,h,4,716000
24865,13/10/2018,Carrum Downs,3201,34.9,h,3,565000
24866,13/10/2018,Caulfield,3162,8.7,h,4,1800000
24867,13/10/2018,Caulfield South,3162,8.7,h,3,1015000
24869,13/10/2018,Cheltenham,3192,17.9,u,2,653000
24870,13/10/2018,Cheltenham,3192,17.9,u,3,742000
24871,13/10/2018,Cheltenham,3192,17.9,u,3,780000
24872,13/10/2018,Chirnside Park,3116,27.1,h,3,650000
24875,13/10/2018,Clayton South,3169,17.5,t,3,738000
24876,13/10/2018,Clayton South,3169,17.5,t,3,690000
24877,13/10/2018,Clayton South,3169,17.5,u,2,450000
24878,13/10/2018,Clifton Hill,3068,3.6,h,3,900000
24879,13/10/2018,Coburg,3058,6.7,h,4,1350000
24880,13/10/2018,Coburg,3058,6.7,h,3,921000
24881,13/10/2018,Coburg,3058,6.7,h,4,1405000
24882,13/10/2018,Coburg,3058,6.7,h,3,1120000
24883,13/10/2018,Coburg North,3058,6.7,h,3,820000
24885,13/10/2018,Coburg North,3058,6.7,h,3,640000
24886,13/10/2018,Coburg North,3058,6.7,h,2,835000
24888,13/10/2018,Coburg North,3058,6.7,h,3,610000
24889,13/10/2018,Craigieburn,3064,20.6,h,3,498000
24890,13/10/2018,Craigieburn,3064,20.6,h,4,620000
24891,13/10/2018,Craigieburn,3064,20.6,h,4,740000
24892,13/10/2018,Craigieburn,3064,20.6,h,3,580000
24893,13/10/2018,Craigieburn,3064,20.6,h,3,595000
24894,13/10/2018,Craigieburn,3064,20.6,h,3,560000
24896,13/10/2018,Croydon Hills,3136,23.0,h,3,860000
24899,13/10/2018,Deepdene,3103,7.9,h,4,2700000
24900,13/10/2018,Diamond Creek,3089,21.8,h,2,662500
24902,13/10/2018,Dingley Village,3172,22.2,u,3,640000
24903,13/10/2018,Dingley Village,3172,22.2,u,3,635000
24904,13/10/2018,Doncaster,3108,12.4,h,3,942000
24907,13/10/2018,Doncaster East,3109,14.3,u,2,641000
24908,13/10/2018,Doncaster East,3109,14.3,t,4,1455000
24911,13/10/2018,Doreen,3754,25.9,h,4,506000
24912,13/10/2018,Edithvale,3196,27.0,u,2,700000
24913,13/10/2018,Elsternwick,3185,7.2,u,1,300000
24914,13/10/2018,Elsternwick,3185,7.2,h,2,1440000
24915,13/10/2018,Eltham North,3095,18.0,u,3,550000
24918,13/10/2018,Elwood,3184,7.2,u,2,581000
24920,13/10/2018,Endeavour Hills,3802,28.5,h,4,825000
24922,13/10/2018,Epping,3076,19.6,h,5,625000
24924,13/10/2018,Epping,3076,19.6,u,2,356000
24925,13/10/2018,Epping,3076,19.6,t,3,450000
24927,13/10/2018,Essendon,3040,7.5,h,4,1850000
24928,13/10/2018,Essendon,3040,7.5,h,5,1725000
24929,13/10/2018,Essendon,3040,7.5,h,4,1705000
24930,13/10/2018,Essendon,3040,7.5,t,3,1025000
24931,13/10/2018,Essendon,3040,7.5,h,4,2100000
24935,13/10/2018,Fairfield,3078,5.7,h,2,900000
24936,13/10/2018,Ferntree Gully,3156,24.8,h,3,671000
24938,13/10/2018,Ferntree Gully,3156,24.8,h,4,675000
24939,13/10/2018,Fitzroy,3065,2.1,t,2,880000
24940,13/10/2018,Fitzroy,3065,2.1,h,2,1200000
24941,13/10/2018,Fitzroy North,3068,3.6,u,1,412500
24942,13/10/2018,Fitzroy North,3068,3.6,h,4,1500000
24943,13/10/2018,Fitzroy North,3068,3.6,t,2,736000
24945,13/10/2018,Flemington,3031,3.4,t,3,850000
24946,13/10/2018,Flemington,3031,3.4,u,2,393000
24947,13/10/2018,Footscray,3011,5.1,h,3,1071000
24948,13/10/2018,Footscray,3011,5.1,h,2,810000
24949,13/10/2018,Footscray,3011,5.1,u,2,436000
24950,13/10/2018,Frankston,3199,38.0,h,4,590000
24951,13/10/2018,Frankston,3199,38.0,h,4,700000
24953,13/10/2018,Frankston North,3200,36.9,h,3,500000
24954,13/10/2018,Gisborne,3437,45.9,h,3,700000
24955,13/10/2018,Gisborne,3437,45.9,h,5,700000
24956,13/10/2018,Gisborne,3437,45.9,h,3,490000
24957,13/10/2018,Gladstone Park,3043,12.9,h,3,585000
24958,13/10/2018,Gladstone Park,3043,12.9,h,3,620000
24959,13/10/2018,Glen Huntly,3163,10.1,u,2,561250
24960,13/10/2018,Glen Iris,3146,7.3,h,4,1700000
24961,13/10/2018,Glen Iris,3146,7.3,h,4,1950000
24962,13/10/2018,Glen Iris,3146,7.3,u,2,900000
24964,13/10/2018,Glen Waverley,3150,16.7,h,4,1300000
24965,13/10/2018,Glen Waverley,3150,16.7,h,4,1050000
24968,13/10/2018,Glen Waverley,3150,16.7,h,3,1755000
24969,13/10/2018,Glen Waverley,3150,16.7,h,4,1465000
24971,13/10/2018,Glenroy,3046,11.2,t,3,570000
24975,13/10/2018,Gowanbrae,3043,12.9,h,5,1335000
24976,13/10/2018,Gowanbrae,3043,12.9,h,3,570000
24977,13/10/2018,Greensborough,3088,16.1,h,3,765000
24978,13/10/2018,Greensborough,3088,16.1,h,3,790000
24979,13/10/2018,Greensborough,3088,16.1,h,3,1115000
24980,13/10/2018,Greensborough,3088,16.1,h,3,770000
24982,13/10/2018,Greenvale,3059,20.4,h,5,855000
24983,13/10/2018,Greenvale,3059,20.4,h,5,960000
24984,13/10/2018,Greenvale,3059,20.4,h,4,867000
24985,13/10/2018,Hadfield,3046,11.2,h,3,705000
24988,13/10/2018,Hawthorn,3122,5.3,u,1,397000
24990,13/10/2018,Hawthorn,3122,5.3,u,2,622000
24991,13/10/2018,Hawthorn East,3123,6.2,u,2,480000
24993,13/10/2018,Heatherton,3202,18.7,u,2,486000
24994,13/10/2018,Heidelberg,3084,8.9,t,3,820000
24995,13/10/2018,Heidelberg Heights,3081,8.8,h,2,630000
24996,13/10/2018,Heidelberg West,3081,8.8,h,2,645000
24997,13/10/2018,Heidelberg West,3081,8.8,h,4,705000
24998,13/10/2018,Heidelberg West,3081,8.8,t,3,610000
24999,13/10/2018,Heidelberg West,3081,8.8,t,2,520000
25001,13/10/2018,Hillside,3037,18.0,h,3,580000
25002,13/10/2018,Hillside,3037,18.0,h,3,510000
25003,13/10/2018,Hillside,3037,18.0,h,4,680000
25004,13/10/2018,Hoppers Crossing,3029,18.4,h,4,570000
25006,13/10/2018,Hoppers Crossing,3029,18.4,h,3,527007
25007,13/10/2018,Hoppers Crossing,3029,18.4,h,8,1100000
25008,13/10/2018,Ivanhoe,3079,7.8,h,3,1220000
25010,13/10/2018,Kealba,3021,14.0,h,3,610000
25011,13/10/2018,Keilor Downs,3038,15.5,h,5,800000
25012,13/10/2018,Keilor East,3033,11.7,h,4,760000
25013,13/10/2018,Keilor East,3033,11.7,h,3,710000
25014,13/10/2018,Keilor Park,3042,10.4,h,4,750000
25015,13/10/2018,Keilor Park,3042,10.4,h,3,640000
25017,13/10/2018,Kensington,3031,3.4,h,4,1470000
25018,13/10/2018,Kensington,3031,3.4,h,2,1046000
25019,13/10/2018,Kensington,3031,3.4,h,3,1600000
25021,13/10/2018,Kew,3101,5.4,h,3,1705000
25022,13/10/2018,Kew East,3102,7.3,h,2,1510000
25023,13/10/2018,Kew East,3102,7.3,h,3,1125000
25027,13/10/2018,Lalor,3075,16.3,h,3,551000
25029,13/10/2018,Lalor,3075,16.3,h,3,651000
25030,13/10/2018,Lalor,3075,16.3,h,4,660000
25033,13/10/2018,Macleod,3085,12.7,h,4,1120000
25038,13/10/2018,Maidstone,3012,6.4,h,2,910000
25039,13/10/2018,Malvern,3144,5.9,h,2,1670000
25040,13/10/2018,Malvern East,3145,8.4,h,3,1450000
25042,13/10/2018,Malvern East,3145,8.4,t,2,701000
25043,13/10/2018,Maribyrnong,3032,4.3,u,2,477000
25044,13/10/2018,Maribyrnong,3032,4.3,u,3,628000
25045,13/10/2018,McKinnon,3204,11.4,h,2,907000
25048,13/10/2018,Melbourne,3000,0.0,u,2,662000
25049,13/10/2018,Melbourne,3000,0.0,u,3,700000
25050,13/10/2018,Melbourne,3000,0.0,u,1,460000
25051,13/10/2018,Melbourne,3000,0.0,u,2,680000
25052,13/10/2018,Melton South,3338,29.8,h,3,346000
25053,13/10/2018,Mentone,3194,20.0,h,3,750000
25054,13/10/2018,Mentone,3194,20.0,u,2,630000
25055,13/10/2018,Mentone,3194,20.0,h,3,1165000
25057,13/10/2018,Mernda,3754,25.9,h,4,573500
25058,13/10/2018,Mernda,3754,25.9,h,3,490000
25060,13/10/2018,Mickleham,3064,20.6,h,4,650000
25061,13/10/2018,Middle Park,3206,3.0,h,3,2500000
25062,13/10/2018,Middle Park,3206,3.0,h,3,2305000
25064,13/10/2018,Mill Park,3082,17.9,h,3,707000
25065,13/10/2018,Mill Park,3082,17.9,h,3,570000
25066,13/10/2018,Mill Park,3082,17.9,h,5,681000
25067,13/10/2018,Mill Park,3082,17.9,h,5,938000
25068,13/10/2018,Mitcham,3132,17.2,h,4,1501000
25069,13/10/2018,Mitcham,3132,17.2,h,3,775000
25072,13/10/2018,Mitcham,3132,17.2,h,5,1000000
25073,13/10/2018,Mitcham,3132,17.2,h,4,990500
25075,13/10/2018,Mont Albert,3127,10.2,h,2,745000
25076,13/10/2018,Montmorency,3094,16.2,h,5,1260000
25080,13/10/2018,Moonee Ponds,3039,6.2,h,3,880000
25081,13/10/2018,Moonee Ponds,3039,6.2,t,3,732000
25082,13/10/2018,Moorabbin,3189,14.3,t,3,1050000
25084,13/10/2018,Mordialloc,3195,21.5,t,3,1300000
25088,13/10/2018,Mount Waverley,3149,14.2,u,2,671500
25090,13/10/2018,Mulgrave,3170,18.8,h,4,1370000
25091,13/10/2018,Mulgrave,3170,18.8,h,3,900000
25093,13/10/2018,Murrumbeena,3163,10.1,h,3,1200000
25096,13/10/2018,Narre Warren,3805,34.1,h,5,720000
25097,13/10/2018,Newport,3015,6.2,h,3,1200000
25098,13/10/2018,Newport,3015,6.2,h,2,850000
25100,13/10/2018,Newport,3015,6.2,h,4,1350000
25102,13/10/2018,Niddrie,3042,10.4,u,2,720000
25103,13/10/2018,Niddrie,3042,10.4,h,3,750000
25108,13/10/2018,North Melbourne,3051,1.8,h,3,1400000
25109,13/10/2018,North Melbourne,3051,1.8,u,2,500000
25110,13/10/2018,Northcote,3070,5.3,h,5,1520000
25112,13/10/2018,Northcote,3070,5.3,h,3,1250000
25113,13/10/2018,Northcote,3070,5.3,h,2,1150000
25114,13/10/2018,Northcote,3070,5.3,h,3,1100000
25115,13/10/2018,Northcote,3070,5.3,h,3,1735000
25116,13/10/2018,Notting Hill,3168,16.7,h,4,875000
25118,13/10/2018,Nunawading,3131,15.4,t,3,805000
25120,13/10/2018,Oak Park,3046,11.2,h,3,912000
25122,13/10/2018,Parkville,3052,1.8,h,3,2280000
25123,13/10/2018,Pascoe Vale,3044,8.5,h,3,900000
25125,13/10/2018,Pascoe Vale,3044,8.5,h,2,940000
25126,13/10/2018,Plenty,3090,20.1,h,5,2000000
25127,13/10/2018,Point Cook,3030,14.7,h,4,780000
25129,13/10/2018,Point Cook,3030,14.7,h,4,560000
25130,13/10/2018,Point Cook,3030,14.7,h,4,555000
25131,13/10/2018,Port Melbourne,3207,3.5,t,3,1324000
25133,13/10/2018,Port Melbourne,3207,3.5,h,2,900000
25136,13/10/2018,Prahran,3181,4.6,h,3,1250000
25138,13/10/2018,Preston,3072,8.4,h,3,970000
25140,13/10/2018,Preston,3072,8.4,h,3,1280000
25141,13/10/2018,Preston,3072,8.4,h,3,720000
25142,13/10/2018,Preston,3072,8.4,h,3,901000
25144,13/10/2018,Reservoir,3073,12.0,h,3,950000
25146,13/10/2018,Reservoir,3073,12.0,u,2,600250
25147,13/10/2018,Reservoir,3073,12.0,h,3,650000
25148,13/10/2018,Reservoir,3073,12.0,t,3,630000
25150,13/10/2018,Reservoir,3073,12.0,t,2,561000
25151,13/10/2018,Reservoir,3073,12.0,t,3,620000
25152,13/10/2018,Reservoir,3073,12.0,t,2,551000
25153,13/10/2018,Reservoir,3073,12.0,h,3,700000
25154,13/10/2018,Reservoir,3073,12.0,h,3,820000
25155,13/10/2018,Reservoir,3073,12.0,h,2,680000
25156,13/10/2018,Reservoir,3073,12.0,u,1,350000
25157,13/10/2018,Reservoir,3073,12.0,h,3,675000
25160,13/10/2018,Richmond,3121,2.4,h,2,970000
25162,13/10/2018,Richmond,3121,2.4,u,2,595000
25163,13/10/2018,Richmond,3121,2.4,h,2,1190000
25166,13/10/2018,Ringwood East,3135,21.3,h,3,790000
25167,13/10/2018,Ringwood East,3135,21.3,h,3,785000
25169,13/10/2018,Rosanna,3084,8.9,u,2,325000
25171,13/10/2018,Roxburgh Park,3064,20.6,u,2,372000
25172,13/10/2018,Roxburgh Park,3064,20.6,h,3,485000
25173,13/10/2018,Roxburgh Park,3064,20.6,h,3,490000
25175,13/10/2018,Sandringham,3191,15.2,h,3,1845000
25179,13/10/2018,Seddon,3011,5.1,t,3,1000000
25180,13/10/2018,Seddon,3011,5.1,h,6,1875000
25181,13/10/2018,Seddon,3011,5.1,h,2,990000
25182,13/10/2018,Seddon,3011,5.1,u,2,512500
25183,13/10/2018,Seddon,3011,5.1,h,3,1790000
25185,13/10/2018,South Kingsville,3015,6.2,t,4,800000
25186,13/10/2018,South Melbourne,3205,1.9,u,2,606000
25187,13/10/2018,South Melbourne,3205,1.9,h,3,1200000
25188,13/10/2018,South Melbourne,3205,1.9,h,1,850000
25189,13/10/2018,South Morang,3752,20.5,h,4,653000
25190,13/10/2018,South Morang,3752,20.5,h,4,725000
25191,13/10/2018,South Yarra,3141,2.7,u,2,597000
25192,13/10/2018,South Yarra,3141,2.7,h,3,1575000
25193,13/10/2018,South Yarra,3141,2.7,u,2,680000
25195,13/10/2018,Springvale,3171,20.8,h,2,551000
25197,13/10/2018,St Albans,3021,14.0,u,2,450000
25200,13/10/2018,St Kilda,3182,5.0,u,1,435000
25201,13/10/2018,St Kilda,3182,5.0,u,2,500000
25202,13/10/2018,St Kilda,3182,5.0,u,2,587000
25203,13/10/2018,Strathmore,3041,8.2,h,4,1750000
25204,13/10/2018,Strathmore,3041,8.2,h,3,1026000
25205,13/10/2018,Strathmore,3041,8.2,h,3,1250000
25206,13/10/2018,Strathmore,3041,8.2,h,5,1920000
25207,13/10/2018,Sunshine,3020,10.5,h,3,810000
25208,13/10/2018,Sunshine North,3020,10.5,h,3,701500
25209,13/10/2018,Sunshine West,3020,10.5,h,5,890000
25210,13/10/2018,Sunshine West,3020,10.5,h,3,630000
25211,13/10/2018,Sunshine West,3020,10.5,h,2,640000
25212,13/10/2018,Sunshine West,3020,10.5,h,3,580000
25213,13/10/2018,Sunshine West,3020,10.5,h,4,950000
25214,13/10/2018,Taylors Hill,3037,18.0,h,3,740000
25215,13/10/2018,Taylors Lakes,3038,15.5,h,5,780000
25217,13/10/2018,Templestowe Lower,3107,12.4,h,4,959000
25219,13/10/2018,Templestowe Lower,3107,12.4,h,3,925000
25220,13/10/2018,Thomastown,3074,15.3,h,5,1050000
25224,13/10/2018,Thornbury,3071,7.0,h,3,1595000
25225,13/10/2018,Thornbury,3071,7.0,u,2,460000
25227,13/10/2018,Toorak,3142,4.1,u,3,1535000
25229,13/10/2018,Toorak,3142,4.1,h,3,1890000
25232,13/10/2018,Truganina,3029,18.4,t,3,380000
25233,13/10/2018,Tullamarine,3043,12.9,t,3,580000
25234,13/10/2018,Tullamarine,3043,12.9,h,4,675000
25235,13/10/2018,Tullamarine,3043,12.9,h,4,600000
25236,13/10/2018,Tullamarine,3043,12.9,h,3,620000
25237,13/10/2018,Vermont,3133,17.2,h,3,1075000
25238,13/10/2018,Vermont South,3133,17.2,h,5,960000
25239,13/10/2018,Vermont South,3133,17.2,h,4,1192150
25242,13/10/2018,Viewbank,3084,8.9,h,3,750000
25243,13/10/2018,Viewbank,3084,8.9,h,3,865500
25246,13/10/2018,Wantirna South,3152,14.7,t,3,986000
25247,13/10/2018,Watsonia,3087,14.5,u,3,632000
25249,13/10/2018,Watsonia North,3087,14.5,h,4,990000
25252,13/10/2018,Werribee,3030,14.7,h,3,537000
25253,13/10/2018,Werribee,3030,14.7,h,4,500000
25254,13/10/2018,Werribee,3030,14.7,h,5,550000
25255,13/10/2018,Werribee,3030,14.7,h,4,650000
25256,13/10/2018,Werribee,3030,14.7,h,3,385000
25257,13/10/2018,Werribee,3030,14.7,h,3,640000
25258,13/10/2018,West Footscray,3012,6.4,h,2,680000
25260,13/10/2018,West Footscray,3012,6.4,h,2,640000
25261,13/10/2018,Westmeadows,3049,16.5,h,3,660000
25262,13/10/2018,Williamstown,3016,6.8,h,4,1439000
25263,13/10/2018,Williamstown,3016,6.8,h,3,1420000
25266,13/10/2018,Wollert,3750,25.5,h,5,651000
25267,13/10/2018,Yallambie,3085,12.7,h,3,785000
25268,13/10/2018,Yallambie,3085,12.7,h,3,821000
25269,13/10/2018,Yarraville,3013,6.3,h,3,1552500
25270,13/10/2018,Yarraville,3013,6.3,h,2,930000
25271,13/10/2018,Yarraville,3013,6.3,u,2,422500
25272,14/04/2018,Abbotsford,3067,3.0,h,3,1275000
25273,14/04/2018,Airport West,3042,10.4,h,4,980000
25275,14/04/2018,Altona Meadows,3028,15.5,t,3,560500
25276,14/04/2018,Altona Meadows,3028,15.5,h,3,639000
25277,14/04/2018,Altona North,3025,9.4,h,5,945000
25278,14/04/2018,Altona North,3025,9.4,h,4,995000
25279,14/04/2018,Ardeer,3022,12.8,t,3,607000
25280,14/04/2018,Armadale,3143,6.3,h,4,2750000
25283,14/04/2018,Ascot Vale,3032,4.3,h,4,2700000
25284,14/04/2018,Ascot Vale,3032,4.3,h,1,370000
25285,14/04/2018,Ashburton,3147,10.2,u,3,1255000
25286,14/04/2018,Ashburton,3147,10.2,h,4,1725000
25287,14/04/2018,Ashwood,3147,10.2,h,4,1350000
25288,14/04/2018,Aspendale,3195,21.5,h,3,850000
25289,14/04/2018,Aspendale Gardens,3195,21.5,h,3,890500
25290,14/04/2018,Attwood,3049,16.5,h,3,567000
25292,14/04/2018,Avondale Heights,3034,9.5,h,3,825000
25294,14/04/2018,Avondale Heights,3034,9.5,h,2,681100
25295,14/04/2018,Avondale Heights,3034,9.5,h,3,923000
25296,14/04/2018,Avondale Heights,3034,9.5,h,3,920000
25297,14/04/2018,Balaclava,3183,6.4,u,1,473000
25298,14/04/2018,Balaclava,3183,6.4,u,2,617000
25299,14/04/2018,Balwyn,3103,7.9,u,3,1390000
25300,14/04/2018,Balwyn North,3104,9.7,h,4,2800000
25303,14/04/2018,Beaumaris,3193,17.3,h,3,2400000
25305,14/04/2018,Beaumaris,3193,17.3,t,4,2300000
25306,14/04/2018,Beaumaris,3193,17.3,u,2,808000
25307,14/04/2018,Beaumaris,3193,17.3,u,2,682500
25308,14/04/2018,Bellfield,3081,8.8,h,3,870000
25309,14/04/2018,Bentleigh,3204,11.4,h,3,1106000
25310,14/04/2018,Bentleigh,3204,11.4,h,3,970000
25311,14/04/2018,Bentleigh,3204,11.4,h,3,1250000
25312,14/04/2018,Bentleigh East,3165,13.8,h,4,1150000
25313,14/04/2018,Bentleigh East,3165,13.8,t,3,1450000
25316,14/04/2018,Blackburn,3130,13.4,h,4,1400000
25317,14/04/2018,Blackburn,3130,13.4,t,3,878000
25318,14/04/2018,Blackburn North,3130,13.4,h,3,1020000
25319,14/04/2018,Blackburn South,3130,13.4,h,4,1300000
25320,14/04/2018,Blackburn South,3130,13.4,h,4,970000
25321,14/04/2018,Blackburn South,3130,13.4,h,2,1241000
25322,14/04/2018,Bonbeach,3196,27.0,h,3,790000
25324,14/04/2018,Braybrook,3019,8.6,h,3,1070000
25325,14/04/2018,Braybrook,3019,8.6,h,2,765000
25326,14/04/2018,Briar Hill,3088,16.1,u,2,638000
25328,14/04/2018,Brighton,3186,10.5,h,3,2070000
25331,14/04/2018,Brunswick,3056,5.2,t,3,900000
25333,14/04/2018,Brunswick,3056,5.2,h,3,1100000
25334,14/04/2018,Brunswick,3056,5.2,h,2,1080000
25335,14/04/2018,Brunswick East,3057,4.0,h,3,983000
25336,14/04/2018,Brunswick West,3055,5.2,t,2,611000
25337,14/04/2018,Brunswick West,3055,5.2,h,3,1230000
25338,14/04/2018,Brunswick West,3055,5.2,u,2,575000
25339,14/04/2018,Brunswick West,3055,5.2,u,2,470000
25340,14/04/2018,Brunswick West,3055,5.2,t,3,945000
25342,14/04/2018,Bundoora,3083,12.1,h,3,620000
25343,14/04/2018,Bundoora,3083,12.1,t,2,665000
25344,14/04/2018,Bundoora,3083,12.1,h,3,850000
25346,14/04/2018,Burwood East,3151,14.7,h,4,950000
25348,14/04/2018,Cairnlea,3023,14.8,h,4,680000
25349,14/04/2018,Camberwell,3124,7.7,u,1,420000
25350,14/04/2018,Canterbury,3126,8.4,h,4,2100000
25352,14/04/2018,Carlton,3053,1.6,u,2,630000
25353,14/04/2018,Carlton North,3054,3.5,h,3,1900000
25355,14/04/2018,Carlton North,3054,3.5,h,2,1100000
25356,14/04/2018,Carlton North,3054,3.5,h,2,1185000
25357,14/04/2018,Carnegie,3163,10.1,t,2,800000
25358,14/04/2018,Carrum,3197,31.2,h,3,725000
25359,14/04/2018,Carrum,3197,31.2,u,2,650000
25360,14/04/2018,Carrum,3197,31.2,h,6,2300000
25361,14/04/2018,Carrum Downs,3201,34.9,h,3,591500
25363,14/04/2018,Caulfield East,3145,8.4,u,1,283000
25364,14/04/2018,Caulfield North,3161,7.8,u,2,685000
25365,14/04/2018,Caulfield North,3161,7.8,u,1,440500
25366,14/04/2018,Caulfield South,3162,8.7,u,2,673000
25369,14/04/2018,Chelsea,3196,27.0,t,3,1350000
25370,14/04/2018,Cheltenham,3192,17.9,u,2,680000
25371,14/04/2018,Cheltenham,3192,17.9,h,3,950000
25372,14/04/2018,Clarinda,3169,17.5,h,3,745000
25373,14/04/2018,Clayton,3168,16.7,h,3,1380000
25375,14/04/2018,Clayton South,3169,17.5,u,3,710000
25377,14/04/2018,Coburg,3058,6.7,u,2,656500
25378,14/04/2018,Coburg,3058,6.7,h,3,1325000
25379,14/04/2018,Coburg,3058,6.7,h,3,830000
25380,14/04/2018,Coburg,3058,6.7,u,2,590000
25381,14/04/2018,Coburg North,3058,6.7,h,3,965000
25382,14/04/2018,Collingwood,3066,2.0,h,3,1050000
25383,14/04/2018,Craigieburn,3064,20.6,h,4,650000
25384,14/04/2018,Craigieburn,3064,20.6,h,3,615000
25385,14/04/2018,Craigieburn,3064,20.6,h,4,600000
25387,14/04/2018,Craigieburn,3064,20.6,h,3,617000
25388,14/04/2018,Craigieburn,3064,20.6,h,3,480000
25389,14/04/2018,Craigieburn,3064,20.6,u,3,429500
25390,14/04/2018,Craigieburn,3064,20.6,h,3,535000
25393,14/04/2018,Croydon,3136,23.0,h,4,880000
25394,14/04/2018,Croydon,3136,23.0,h,3,1112000
25395,14/04/2018,Croydon,3136,23.0,h,3,590000
25396,14/04/2018,Croydon Hills,3136,23.0,h,5,915000
25398,14/04/2018,Croydon North,3136,23.0,u,2,510000
25402,14/04/2018,Dandenong North,3175,24.7,h,3,635000
25405,14/04/2018,Deer Park,3023,14.8,h,3,560000
25406,14/04/2018,Delahey,3037,18.0,t,3,540000
25407,14/04/2018,Derrimut,3030,14.7,h,4,700000
25408,14/04/2018,Derrimut,3030,14.7,h,4,880000
25409,14/04/2018,Diamond Creek,3089,21.8,h,4,860000
25410,14/04/2018,Dingley Village,3172,22.2,h,3,790000
25412,14/04/2018,Doncaster,3108,12.4,h,3,1413000
25413,14/04/2018,Doncaster,3108,12.4,h,4,1410000
25414,14/04/2018,Doncaster,3108,12.4,h,5,1300000
25415,14/04/2018,Doncaster,3108,12.4,h,3,1105000
25416,14/04/2018,Doncaster,3108,12.4,h,3,1275000
25417,14/04/2018,Doncaster East,3109,14.3,h,3,1020000
25418,14/04/2018,Doncaster East,3109,14.3,u,2,720000
25419,14/04/2018,Doncaster East,3109,14.3,h,3,1700000
25420,14/04/2018,Doncaster East,3109,14.3,h,4,1220000
25421,14/04/2018,Donvale,3111,16.1,h,4,1261000
25423,14/04/2018,Doreen,3754,25.9,h,4,766000
