,Date,Suburb,Postcode,Latitude,Longtitude,Distance,Type,Rooms,Bedroom,Bathroom,Car,Landsize,Price
11299,25/02/2017,Fawkner,3060,-37.718,144.9642,12.4,h,3,3,1,2,628,782000
11300,25/02/2017,Fawkner,3060,-37.6985,144.9778,12.4,h,3,3,1,4,533,640000
11301,26/07/2016,Fawkner,3060,-37.7158,144.9722,12.4,u,3,3,0,0,261,470000
11302,26/07/2016,Fawkner,3060,-37.6963,144.9645,12.4,h,4,4,2,2,467,700500
11303,27/06/2016,Fawkner,3060,-37.716,144.9666,12.4,h,3,3,1,1,614,532000
11304,27/06/2016,Fawkner,3060,-37.7164,144.9666,12.4,h,2,2,1,2,621,575000
11307,27/06/2016,Fawkner,3060,-37.7056,144.9671,12.4,h,4,4,2,2,374,562000
11308,27/06/2016,Fawkner,3060,-37.6978,144.9686,12.4,h,3,3,1,2,604,620000
11309,27/11/2016,Fawkner,3060,-37.7063,144.9712,12.4,h,4,4,1,3,664,655000
11312,27/11/2016,Fawkner,3060,-37.6968,144.9674,12.4,h,3,3,1,1,592,652500
11313,28/05/2016,Fawkner,3060,-37.716,144.9663,12.4,h,4,4,2,2,607,1010000
11314,28/05/2016,Fawkner,3060,-37.6972,144.9634,12.4,h,3,3,2,2,305,480000
11316,28/08/2016,Fawkner,3060,-37.7092,144.9695,12.4,t,3,3,1,1,208,492000
11318,30/07/2016,Fawkner,3060,-37.7062,144.9688,12.4,u,3,3,2,1,195,422500
11320,3/12/2016,Hawthorn East,3123,-37.8249,145.0532,7.5,h,2,2,1,2,432,1550000
11323,3/12/2016,Hawthorn East,3123,-37.8198,145.0465,7.5,h,3,3,1,2,780,2151000
11325,3/12/2016,Hawthorn East,3123,-37.8226,145.055,7.5,h,2,2,1,0,230,1140000
11326,4/03/2017,Hawthorn East,3123,-37.8245,145.0527,7.5,u,2,2,1,1,0,420000
11327,4/03/2017,Hawthorn East,3123,-37.8293,145.0456,7.5,t,3,3,2,2,166,1220000
11331,4/03/2017,Hawthorn East,3123,-37.8404,145.0516,7.5,h,2,2,1,2,826,3350000
11332,4/03/2017,Hawthorn East,3123,-37.8308,145.0508,7.5,u,2,2,1,2,945,665500
11333,4/03/2017,Hawthorn East,3123,-37.8269,145.0496,7.5,h,3,3,2,2,431,1865000
11337,6/08/2016,Hawthorn East,3123,-37.825,145.0536,7.5,h,5,5,3,2,431,1700000
11340,6/08/2016,Hawthorn East,3123,-37.8348,145.0453,7.5,h,3,3,2,2,302,1650000
11342,7/05/2016,Hawthorn East,3123,-37.8205,145.0585,7.5,h,3,3,3,4,459,1615000
11346,7/05/2016,Hawthorn East,3123,-37.8396,145.0514,7.5,h,3,3,2,2,200,1600000
11347,7/05/2016,Hawthorn East,3123,-37.8305,145.0475,7.5,h,3,3,2,2,466,1450000
11349,7/11/2016,Hawthorn East,3123,-37.8301,145.0475,7.5,u,2,2,1,1,0,490000
11352,8/10/2016,Hawthorn East,3123,-37.8302,145.0525,7.5,t,3,3,2,2,94,1110000
11353,8/10/2016,Hawthorn East,3123,-37.8298,145.0537,7.5,t,4,4,2,2,154,1425000
11355,10/09/2016,Hawthorn East,3123,-37.826,145.0498,7.5,h,4,3,2,2,640,3100000
11357,10/09/2016,Hawthorn East,3123,-37.8318,145.0448,7.5,u,2,2,1,1,0,555000
11358,10/09/2016,Hawthorn East,3123,-37.8267,145.0538,7.5,u,2,2,2,2,0,887000
11360,10/09/2016,Hawthorn East,3123,-37.8337,145.0469,7.5,h,3,3,2,1,646,1700000
11362,10/12/2016,Hawthorn East,3123,-37.8322,145.0486,7.5,h,2,2,1,2,390,1585000
11363,10/12/2016,Hawthorn East,3123,-37.8435,145.0497,7.5,u,3,3,2,1,144,935000
11364,10/12/2016,Hawthorn East,3123,-37.8278,145.0565,7.5,u,2,2,1,1,0,460000
11365,11/03/2017,Hawthorn East,3123,-37.8187,145.0577,7.5,h,4,4,3,1,710,3050000
11367,12/11/2016,Hawthorn East,3123,-37.8339,145.055,7.5,u,1,1,1,0,2274,365000
11368,12/11/2016,Hawthorn East,3123,-37.8222,145.0566,7.5,u,2,2,1,1,0,550000
11369,12/11/2016,Hawthorn East,3123,-37.8374,145.0486,7.5,h,4,4,1,2,764,2800000
11370,12/11/2016,Hawthorn East,3123,-37.8303,145.046,7.5,u,1,1,1,1,0,320000
11372,13/08/2016,Hawthorn East,3123,-37.8254,145.047,7.5,u,2,2,1,1,0,573000
11376,13/08/2016,Hawthorn East,3123,-37.8233,145.0575,7.5,u,2,2,1,1,0,680000
11379,14/05/2016,Hawthorn East,3123,-37.8223,145.0494,7.5,h,5,5,2,2,452,2250000
11382,15/10/2016,Hawthorn East,3123,-37.8332,145.0461,7.5,h,4,4,2,2,457,2381000
11383,15/10/2016,Hawthorn East,3123,-37.8348,145.0503,7.5,t,4,4,3,2,324,1738000
11384,15/10/2016,Hawthorn East,3123,-37.8341,145.0528,7.5,h,2,2,2,2,358,1582000
11386,16/04/2016,Hawthorn East,3123,-37.8414,145.0505,7.5,u,3,2,1,1,0,735000
11387,16/04/2016,Hawthorn East,3123,-37.8239,145.0553,7.5,h,4,4,3,3,726,2920000
11390,17/09/2016,Hawthorn East,3123,-37.8235,145.0525,7.5,h,4,4,2,2,749,1920000
11391,17/09/2016,Hawthorn East,3123,-37.8337,145.0504,7.5,h,3,3,1,2,362,1420000
11392,17/09/2016,Hawthorn East,3123,-37.8339,145.0548,7.5,u,2,1,1,1,0,400000
11393,17/09/2016,Hawthorn East,3123,-37.8356,145.0519,7.5,t,3,3,2,2,0,1790000
11394,17/09/2016,Hawthorn East,3123,-37.8345,145.0443,7.5,h,3,3,1,2,664,2100000
11396,17/09/2016,Hawthorn East,3123,-37.8265,145.0484,7.5,h,2,2,1,0,229,1335000
11397,17/09/2016,Hawthorn East,3123,-37.8269,145.0496,7.5,h,3,3,2,2,431,1825000
11398,18/03/2017,Hawthorn East,3123,-37.8165,145.0505,7.5,h,5,5,3,4,1011,3210000
11399,18/03/2017,Hawthorn East,3123,-37.844,145.0496,7.5,u,2,2,1,1,150,840000
11400,18/03/2017,Hawthorn East,3123,-37.8284,145.0535,7.5,u,2,2,2,1,78,705000
11401,18/03/2017,Hawthorn East,3123,-37.8395,145.0529,7.5,h,4,4,2,3,762,3310000
11404,18/06/2016,Hawthorn East,3123,-37.8245,145.0524,7.5,h,5,4,2,2,1250,3500000
11405,18/06/2016,Hawthorn East,3123,-37.8245,145.0527,7.5,u,2,2,1,1,0,444000
11406,18/06/2016,Hawthorn East,3123,-37.8292,145.046,7.5,h,3,2,1,2,287,1538000
11407,18/06/2016,Hawthorn East,3123,-37.8302,145.0542,7.5,h,3,3,2,1,213,1320000
11408,18/06/2016,Hawthorn East,3123,-37.8257,145.0514,7.5,h,3,3,1,2,477,1890000
11409,18/06/2016,Hawthorn East,3123,-37.8397,145.0514,7.5,t,3,3,2,2,155,1240000
11412,19/11/2016,Hawthorn East,3123,-37.8307,145.0498,7.5,h,4,4,2,1,697,2450000
11413,19/11/2016,Hawthorn East,3123,-37.8451,145.0525,7.5,t,3,3,2,2,289,1590000
11416,22/05/2016,Hawthorn East,3123,-37.8319,145.0503,7.5,h,4,3,3,2,523,2450000
11417,22/05/2016,Hawthorn East,3123,-37.8377,145.0541,7.5,h,3,3,2,2,832,3020000
11418,22/05/2016,Hawthorn East,3123,-37.8267,145.054,7.5,h,3,3,1,3,372,1625000
11419,22/05/2016,Hawthorn East,3123,-37.8231,145.0535,7.5,h,5,5,3,2,864,2775000
11420,22/08/2016,Hawthorn East,3123,-37.8254,145.0476,7.5,u,2,2,1,1,0,568000
11422,22/08/2016,Hawthorn East,3123,-37.8437,145.0536,7.5,u,2,2,1,1,172,706000
11423,22/08/2016,Hawthorn East,3123,-37.8176,145.0548,7.5,h,5,5,3,3,757,2500000
11424,22/08/2016,Hawthorn East,3123,-37.8204,145.0516,7.5,h,4,4,2,2,556,2350000
11425,22/08/2016,Hawthorn East,3123,-37.8373,145.0455,7.5,h,2,2,1,2,326,1385000
11426,23/04/2016,Hawthorn East,3123,-37.8227,145.0528,7.5,u,2,2,1,1,1153,655250
11427,24/09/2016,Hawthorn East,3123,-37.8219,145.0556,7.5,h,6,6,2,0,350,1666000
11429,25/02/2017,Hawthorn East,3123,-37.8343,145.0547,7.5,u,1,1,1,1,2276,430000
11435,27/06/2016,Hawthorn East,3123,-37.8234,145.0526,7.5,h,3,3,1,2,783,2040000
11436,27/06/2016,Hawthorn East,3123,-37.839,145.0459,7.5,u,2,2,1,1,0,505000
11437,27/11/2016,Hawthorn East,3123,-37.8414,145.0505,7.5,u,2,2,1,1,3084,500000
11438,27/11/2016,Hawthorn East,3123,-37.8318,145.0448,7.5,u,2,2,1,1,0,622000
11442,27/11/2016,Hawthorn East,3123,-37.8225,145.0551,7.5,h,3,3,1,1,354,1650000
11443,28/05/2016,Hawthorn East,3123,-37.8338,145.0545,7.5,u,1,1,1,0,917,371000
11445,28/05/2016,Hawthorn East,3123,-37.8351,145.0554,7.5,h,5,3,3,3,0,1900000
11448,28/05/2016,Hawthorn East,3123,-37.8266,145.0493,7.5,h,3,3,2,1,255,1625000
11449,28/05/2016,Hawthorn East,3123,-37.8456,145.0495,7.5,u,2,2,1,3,166,701000
11451,28/08/2016,Hawthorn East,3123,-37.8267,145.0476,7.5,h,2,2,1,2,206,1100000
11453,30/07/2016,Hawthorn East,3123,-37.8191,145.0552,7.5,h,4,4,2,1,588,2200000
11454,30/07/2016,Hawthorn East,3123,-37.8204,145.0489,7.5,h,3,3,1,1,211,975000
11457,3/12/2016,Heidelberg,3084,-37.7519,145.0687,10.6,u,2,2,1,1,132,546500
11459,4/03/2017,Heidelberg,3084,-37.7509,145.0698,10.6,u,3,3,1,1,215,620000
11461,6/08/2016,Heidelberg,3084,-37.7504,145.0643,10.6,h,3,3,1,1,858,1220000
11462,6/08/2016,Heidelberg,3084,-37.7519,145.0696,10.6,t,3,2,1,2,235,550000
11463,6/08/2016,Heidelberg,3084,-37.7506,145.0574,10.6,u,2,2,2,1,0,585000
11464,6/08/2016,Heidelberg,3084,-37.7587,145.0657,10.6,t,2,2,1,1,182,705000
11466,7/11/2016,Heidelberg,3084,-37.7512,145.0697,10.6,u,2,2,1,1,158,420000
11468,10/09/2016,Heidelberg,3084,-37.7502,145.0706,10.6,h,3,3,1,2,1547,1705000
11470,10/12/2016,Heidelberg,3084,-37.7518,145.0698,10.6,h,2,2,1,1,187,490000
11471,11/03/2017,Heidelberg,3084,-37.7529,145.065,10.6,u,2,2,1,2,4497,579000
11473,12/11/2016,Heidelberg,3084,-37.752,145.0722,10.6,h,3,3,1,2,600,1110000
11474,12/11/2016,Heidelberg,3084,-37.7538,145.0695,10.6,u,2,2,1,2,153,540000
11477,16/04/2016,Heidelberg,3084,-37.7494,145.0703,10.6,h,3,3,1,2,577,750000
11478,16/04/2016,Heidelberg,3084,-37.7476,145.0676,10.6,h,4,4,4,2,642,1115000
11479,16/07/2016,Heidelberg,3084,-37.7518,145.0768,10.6,h,3,3,2,1,422,1000000
11481,17/09/2016,Heidelberg,3084,-37.7587,145.0629,10.6,t,2,2,1,1,88,595000
11485,18/03/2017,Heidelberg,3084,-37.7529,145.065,10.6,u,3,3,2,2,4497,690000
11486,19/11/2016,Heidelberg,3084,-37.7539,145.0577,10.6,h,5,5,2,2,580,1401000
11488,22/05/2016,Heidelberg,3084,-37.7537,145.0637,10.6,t,3,3,2,2,255,808000
11489,22/05/2016,Heidelberg,3084,-37.7523,145.0604,10.6,h,4,4,1,1,570,1031000
11490,23/04/2016,Heidelberg,3084,-37.7515,145.0649,10.6,t,2,2,1,2,145,600000
11491,23/04/2016,Heidelberg,3084,-37.7514,145.0689,10.6,h,3,3,2,2,175,655000
11493,24/09/2016,Heidelberg,3084,-37.7507,145.062,10.6,h,3,3,1,1,662,1195000
11494,24/09/2016,Heidelberg,3084,-37.7491,145.0702,10.6,h,3,3,2,2,285,850000
11495,24/09/2016,Heidelberg,3084,-37.7551,145.0646,10.6,u,4,4,2,2,1180,830000
11496,24/09/2016,Heidelberg,3084,-37.749,145.0731,10.6,h,3,3,1,2,674,1076000
11497,24/09/2016,Heidelberg,3084,-37.7446,145.0844,10.6,h,4,4,2,2,635,1362000
11498,25/02/2017,Heidelberg,3084,-37.7489,145.07,10.6,t,2,2,1,1,110,690000
11500,25/02/2017,Heidelberg,3084,-37.7502,145.0605,10.6,h,3,3,1,1,639,1375000
11502,27/11/2016,Heidelberg,3084,-37.748,145.0625,10.6,h,3,3,1,1,827,1400000
11505,28/05/2016,Heidelberg,3084,-37.7502,145.069,10.6,u,2,2,1,2,247,475000
11507,30/07/2016,Heidelberg,3084,-37.7501,145.0822,10.6,h,3,5,3,2,649,1030000
11508,30/07/2016,Heidelberg,3084,-37.7509,145.0679,10.6,h,3,4,1,4,836,1455000
11509,30/07/2016,Heidelberg,3084,-37.7502,145.0718,10.6,h,3,3,1,2,0,1125000
11511,3/12/2016,Ivanhoe East,3079,-37.7769,145.0605,9.0,h,5,5,4,2,2064,3850000
11512,6/08/2016,Ivanhoe East,3079,-37.7741,145.0506,9.0,h,3,3,1,1,624,1605000
11513,6/08/2016,Ivanhoe East,3079,-37.7713,145.0499,9.0,u,2,2,1,1,1473,470000
11516,7/05/2016,Ivanhoe East,3079,-37.7767,145.0592,9.0,h,3,3,2,2,1232,2150000
11517,7/11/2016,Ivanhoe East,3079,-37.7759,145.063,9.0,h,4,4,3,3,948,1740000
11519,8/10/2016,Ivanhoe East,3079,-37.7679,145.0673,9.0,h,4,4,2,2,830,1660000
11520,10/12/2016,Ivanhoe East,3079,-37.7749,145.0568,9.0,u,3,3,2,2,356,1260000
11521,12/11/2016,Ivanhoe East,3079,-37.7689,145.0665,9.0,h,4,4,2,2,1004,2200000
11522,13/08/2016,Ivanhoe East,3079,-37.7699,145.0581,9.0,u,2,2,1,1,0,485000
11524,16/07/2016,Ivanhoe East,3079,-37.7749,145.0549,9.0,h,3,3,1,1,1073,1651000
11525,18/06/2016,Ivanhoe East,3079,-37.7719,145.0582,9.0,h,4,4,3,2,583,1875000
11527,22/05/2016,Ivanhoe East,3079,-37.7793,145.0654,9.0,h,5,4,3,3,826,1797000
11528,22/08/2016,Ivanhoe East,3079,-37.772,145.0538,9.0,t,3,3,2,1,180,1050000
11533,28/08/2016,Ivanhoe East,3079,-37.7767,145.0543,9.0,u,1,1,1,1,0,405000
11537,4/03/2017,Jacana,3047,-37.6885,144.9092,14.5,h,3,3,1,0,610,551000
11539,7/05/2016,Jacana,3047,-37.6866,144.9086,14.5,h,3,3,1,2,600,350000
11543,16/04/2016,Jacana,3047,-37.6859,144.9164,14.5,u,2,2,1,1,197,280000
11544,16/04/2016,Jacana,3047,-37.687,144.9084,14.5,h,3,3,1,2,650,425000
11545,18/03/2017,Jacana,3047,-37.6876,144.9095,14.5,h,3,3,1,2,600,537000
11546,22/05/2016,Jacana,3047,-37.6904,144.9121,14.5,h,3,3,1,2,647,600000
11547,24/09/2016,Jacana,3047,-37.6889,144.9109,14.5,h,3,3,1,1,601,460000
11548,25/02/2017,Jacana,3047,-37.6862,144.913,14.5,h,3,3,1,3,624,611000
11550,27/11/2016,Jacana,3047,-37.6878,144.9112,14.5,h,3,3,1,2,598,495000
11551,28/05/2016,Jacana,3047,-37.6909,144.9136,14.5,h,2,2,1,2,729,472500
11552,30/07/2016,Jacana,3047,-37.6864,144.9111,14.5,h,3,3,1,1,607,421000
11553,3/12/2016,Kingsbury,3083,-37.7133,145.0374,12.4,u,3,3,2,1,218,480000
11555,8/10/2016,Kingsbury,3083,-37.7143,145.039,12.4,h,3,2,1,1,907,980000
11556,11/02/2017,Kingsbury,3083,-37.7147,145.0296,12.4,h,5,5,2,2,544,1000000
11557,11/03/2017,Kingsbury,3083,-37.717,145.0312,12.4,h,2,2,1,0,640,731000
11558,12/11/2016,Kingsbury,3083,-37.7126,145.03,12.4,h,4,4,1,1,465,610000
11560,25/02/2017,Kingsbury,3083,-37.715,145.043,12.4,u,2,2,1,1,128,380000
11562,27/11/2016,Kingsbury,3083,-37.7174,145.0361,12.4,h,3,3,1,2,556,690000
11566,28/08/2016,Kingsbury,3083,-37.7125,145.0306,12.4,h,3,3,2,1,468,607500
11567,30/07/2016,Kingsbury,3083,-37.7159,145.0389,12.4,h,2,2,1,1,770,705500
11568,3/12/2016,Kingsville,3012,-37.8115,144.8763,7.8,h,2,2,2,1,180,677200
11571,4/06/2016,Kingsville,3012,-37.8108,144.8819,7.8,h,3,2,2,2,269,1155000
11573,6/08/2016,Kingsville,3012,-37.8046,144.8831,7.8,h,3,2,1,1,259,817000
11574,6/08/2016,Kingsville,3012,-37.8118,144.8801,7.8,h,3,3,2,2,275,1035000
11576,7/05/2016,Kingsville,3012,-37.8083,144.8841,7.8,h,2,2,1,1,224,677500
11578,10/12/2016,Kingsville,3012,-37.8118,144.8783,7.8,h,1,1,1,1,370,630000
11579,10/12/2016,Kingsville,3012,-37.8123,144.8805,7.8,h,3,3,1,1,350,760000
11580,12/11/2016,Kingsville,3012,-37.8058,144.8846,7.8,h,2,2,2,0,84,730000
11582,15/10/2016,Kingsville,3012,-37.8086,144.8824,7.8,h,1,1,1,0,272,750000
11583,15/10/2016,Kingsville,3012,-37.8083,144.8775,7.8,u,2,2,1,1,117,440000
11585,17/09/2016,Kingsville,3012,-37.8068,144.8782,7.8,h,2,2,1,1,220,685000
11587,18/03/2017,Kingsville,3012,-37.812,144.8804,7.8,h,3,3,1,1,325,967500
11588,18/03/2017,Kingsville,3012,-37.81,144.8786,7.8,u,1,1,1,1,0,210000
11591,19/11/2016,Kingsville,3012,-37.8079,144.8825,7.8,h,3,3,2,0,272,1340000
11592,19/11/2016,Kingsville,3012,-37.8039,144.8849,7.8,h,4,4,2,1,276,925000
11594,22/05/2016,Kingsville,3012,-37.8096,144.874,7.8,u,2,2,1,1,0,270000
11595,24/09/2016,Kingsville,3012,-37.8078,144.8825,7.8,h,4,4,2,1,274,1275000
11597,24/09/2016,Kingsville,3012,-37.8085,144.8802,7.8,h,3,3,1,1,275,925000
11599,26/07/2016,Kingsville,3012,-37.8066,144.8811,7.8,h,4,3,2,1,343,1336000
11602,30/07/2016,Kingsville,3012,-37.8089,144.8788,7.8,u,1,1,1,1,0,200000
11609,4/03/2017,Murrumbeena,3163,-37.8958,145.0696,12.1,t,4,4,3,2,286,1100000
11610,4/03/2017,Murrumbeena,3163,-37.8918,145.0769,12.1,h,4,4,2,1,650,1500000
11611,4/03/2017,Murrumbeena,3163,-37.8868,145.0688,12.1,h,3,3,1,2,701,1470000
11612,4/06/2016,Murrumbeena,3163,-37.9043,145.0622,12.1,t,3,3,2,2,302,1160000
11613,4/06/2016,Murrumbeena,3163,-37.9017,145.0739,12.1,t,3,1,2,2,242,1100000
11614,4/06/2016,Murrumbeena,3163,-37.8968,145.075,12.1,h,3,2,1,1,274,820000
11615,4/06/2016,Murrumbeena,3163,-37.8927,145.0691,12.1,t,2,2,1,1,129,690000
11617,6/08/2016,Murrumbeena,3163,-37.8955,145.073,12.1,u,2,2,1,1,161,740000
11619,7/05/2016,Murrumbeena,3163,-37.8936,145.0709,12.1,u,3,3,2,1,277,975000
11620,7/05/2016,Murrumbeena,3163,-37.9027,145.0684,12.1,h,3,3,1,2,595,1060000
11623,7/05/2016,Murrumbeena,3163,-37.8936,145.0725,12.1,u,2,2,1,2,275,680000
11624,8/10/2016,Murrumbeena,3163,-37.898,145.0734,12.1,u,2,2,1,1,0,825000
11626,10/12/2016,Murrumbeena,3163,-37.8991,145.0686,12.1,h,3,3,1,2,618,1430000
11628,12/11/2016,Murrumbeena,3163,-37.8875,145.0676,12.1,h,2,2,1,1,697,435000
11629,12/11/2016,Murrumbeena,3163,-37.8959,145.0736,12.1,h,3,3,2,2,834,1370000
11630,12/11/2016,Murrumbeena,3163,-37.8882,145.0666,12.1,u,2,2,2,2,5289,605000
11631,12/11/2016,Murrumbeena,3163,-37.8996,145.0716,12.1,h,3,3,1,6,612,1355000
11632,13/08/2016,Murrumbeena,3163,-37.8969,145.0654,12.1,t,3,3,2,2,0,785000
11633,13/08/2016,Murrumbeena,3163,-37.8887,145.0718,12.1,h,3,3,1,1,700,1420000
11634,15/10/2016,Murrumbeena,3163,-37.8932,145.0681,12.1,h,4,4,2,2,660,1610000
11635,15/10/2016,Murrumbeena,3163,-37.8956,145.0705,12.1,u,1,1,1,1,0,290000
11637,15/10/2016,Murrumbeena,3163,-37.898,145.0759,12.1,h,2,2,1,2,313,910500
11640,18/03/2017,Murrumbeena,3163,-37.8961,145.0651,12.1,u,1,1,1,1,0,331000
11642,18/03/2017,Murrumbeena,3163,-37.8888,145.0743,12.1,h,2,2,1,1,0,685000
11644,18/06/2016,Murrumbeena,3163,-37.8944,145.0733,12.1,u,1,1,1,1,0,256500
11646,19/11/2016,Murrumbeena,3163,-37.8955,145.0742,12.1,h,3,3,2,2,627,1365000
11647,22/05/2016,Murrumbeena,3163,-37.8939,145.0715,12.1,t,3,3,2,2,0,860000
11648,22/08/2016,Murrumbeena,3163,-37.9055,145.0691,12.1,h,5,5,2,2,683,1300000
11649,22/08/2016,Murrumbeena,3163,-37.8966,145.0737,12.1,u,3,3,1,1,181,835000
11650,23/04/2016,Murrumbeena,3163,-37.8969,145.0654,12.1,t,2,2,2,2,1318,720000
11652,24/09/2016,Murrumbeena,3163,-37.9033,145.0727,12.1,h,2,2,2,1,293,861500
11653,24/09/2016,Murrumbeena,3163,-37.8882,145.0666,12.1,u,2,2,2,1,5289,500000
11654,24/09/2016,Murrumbeena,3163,-37.8885,145.0726,12.1,h,4,3,2,1,690,1670000
11655,25/02/2017,Murrumbeena,3163,-37.906,145.074,12.1,h,4,4,2,2,557,1400000
11656,25/02/2017,Murrumbeena,3163,-37.8929,145.0765,12.1,h,2,2,1,2,0,692000
11657,26/07/2016,Murrumbeena,3163,-37.8894,145.0679,12.1,u,2,4,1,1,102,603000
11658,26/07/2016,Murrumbeena,3163,-37.9012,145.0646,12.1,h,3,3,1,1,554,1076000
11659,27/06/2016,Murrumbeena,3163,-37.902,145.0705,12.1,h,3,3,2,2,506,1100000
11660,27/06/2016,Murrumbeena,3163,-37.8979,145.0652,12.1,u,1,1,1,1,0,291000
11661,27/11/2016,Murrumbeena,3163,-37.895,145.0749,12.1,t,4,4,3,2,297,1200000
11662,27/11/2016,Murrumbeena,3163,-37.9031,145.0668,12.1,h,3,3,2,2,553,1090000
11663,28/05/2016,Murrumbeena,3163,-37.8943,145.0689,12.1,h,3,3,1,2,735,1220000
11665,28/05/2016,Murrumbeena,3163,-37.8916,145.0753,12.1,h,4,4,2,2,990,1800000
11668,28/08/2016,Murrumbeena,3163,-37.8941,145.0655,12.1,u,2,2,1,1,0,435000
11669,28/08/2016,Murrumbeena,3163,-37.8897,145.0709,12.1,h,4,3,1,1,560,1641000
11672,30/07/2016,Murrumbeena,3163,-37.8947,145.0722,12.1,t,2,2,1,1,186,745500
11673,30/07/2016,Murrumbeena,3163,-37.8904,145.0729,12.1,h,3,3,1,1,345,1260000
11674,3/12/2016,Ormond,3204,-37.8986,145.0359,11.8,h,3,3,2,2,650,1401000
11676,3/12/2016,Ormond,3204,-37.9062,145.0263,11.8,h,4,4,1,2,903,2250000
11677,3/12/2016,Ormond,3204,-37.9035,145.028,11.8,h,4,4,2,2,705,1715000
11678,3/12/2016,Ormond,3204,-37.9071,145.046,11.8,h,2,2,1,1,719,1960000
11680,4/02/2016,Ormond,3204,-37.9028,145.0475,11.8,u,1,1,1,1,0,250000
11681,4/03/2017,Ormond,3204,-37.9032,145.0455,11.8,u,1,1,1,1,0,290000
11682,4/03/2017,Ormond,3204,-37.9058,145.028,11.8,h,3,3,1,1,703,1708000
11683,4/03/2017,Ormond,3204,-37.9063,145.0535,11.8,h,2,2,1,1,250,758000
11685,4/06/2016,Ormond,3204,-37.9066,145.0354,11.8,h,4,3,1,1,805,1920000
11686,6/08/2016,Ormond,3204,-37.9064,145.0287,11.8,h,3,3,2,2,378,1256000
11687,6/08/2016,Ormond,3204,-37.9065,145.0461,11.8,h,4,4,2,1,678,1918000
11688,6/08/2016,Ormond,3204,-37.906,145.04,11.8,u,3,3,1,1,265,900000
11689,7/11/2016,Ormond,3204,-37.9063,145.0493,11.8,h,4,4,2,2,702,1875000
11691,8/10/2016,Ormond,3204,-37.906,145.0497,11.8,h,2,2,1,1,516,1250000
11692,8/10/2016,Ormond,3204,-37.9056,145.0288,11.8,h,2,3,1,1,690,1360000
11693,10/09/2016,Ormond,3204,-37.9088,145.0471,11.8,h,3,3,2,2,667,1770000
11694,10/09/2016,Ormond,3204,-37.9016,145.0414,11.8,u,2,1,1,1,0,435000
11695,10/09/2016,Ormond,3204,-37.9061,145.0329,11.8,h,5,3,3,4,464,1836000
11696,10/09/2016,Ormond,3204,-37.903,145.0285,11.8,t,3,3,2,2,326,1250000
11698,10/12/2016,Ormond,3204,-37.9009,145.037,11.8,u,2,2,1,1,0,950000
11702,12/06/2016,Ormond,3204,-37.9018,145.0454,11.8,u,1,1,1,1,0,260000
11704,12/11/2016,Ormond,3204,-37.9018,145.0477,11.8,u,3,3,2,3,0,822500
11705,12/11/2016,Ormond,3204,-37.9001,145.0428,11.8,h,2,2,1,1,210,810000
11706,12/11/2016,Ormond,3204,-37.9036,145.0521,11.8,h,3,3,1,1,551,1322000
11707,14/05/2016,Ormond,3204,-37.9026,145.0364,11.8,h,2,2,1,1,0,861000
11708,14/05/2016,Ormond,3204,-37.9045,145.0426,11.8,h,2,2,1,2,300,765000
11709,15/10/2016,Ormond,3204,-37.8981,145.0367,11.8,u,3,3,2,2,379,973000
11710,15/10/2016,Ormond,3204,-37.9061,145.0509,11.8,h,4,4,3,1,718,1845000
11711,15/10/2016,Ormond,3204,-37.9047,145.0274,11.8,h,3,3,1,2,578,1535000
11712,15/10/2016,Ormond,3204,-37.905,145.029,11.8,h,4,4,2,2,691,2005000
11713,15/10/2016,Ormond,3204,-37.9069,145.041,11.8,u,3,3,2,1,180,932000
11714,16/04/2016,Ormond,3204,-37.8993,145.0447,11.8,h,4,4,2,2,862,1500000
11715,16/04/2016,Ormond,3204,-37.9038,145.0454,11.8,u,1,1,1,1,0,260000
11717,16/07/2016,Ormond,3204,-37.9032,145.049,11.8,h,4,4,2,2,666,1390000
11718,16/07/2016,Ormond,3204,-37.9064,145.0291,11.8,h,3,3,1,1,397,940000
11722,17/09/2016,Ormond,3204,-37.9028,145.0426,11.8,u,1,1,1,1,0,296000
11726,18/03/2017,Ormond,3204,-37.9033,145.0296,11.8,h,4,4,2,2,668,1850000
11727,19/11/2016,Ormond,3204,-37.8986,145.042,11.8,u,2,2,1,1,0,475000
11729,22/05/2016,Ormond,3204,-37.9062,145.027,11.8,u,3,3,2,1,238,820000
11731,23/04/2016,Ormond,3204,-37.9061,145.0478,11.8,u,3,3,2,1,382,940000
11732,24/09/2016,Ormond,3204,-37.9092,145.0507,11.8,h,2,3,1,2,595,1668000
11734,25/02/2017,Ormond,3204,-37.9071,145.0439,11.8,h,3,3,2,2,0,1470000
11735,25/02/2017,Ormond,3204,-37.9048,145.0418,11.8,h,2,2,1,1,533,981000
11736,25/02/2017,Ormond,3204,-37.903,145.0452,11.8,u,2,2,1,1,0,430000
11738,26/07/2016,Ormond,3204,-37.9016,145.0414,11.8,u,1,1,1,1,0,362000
11739,26/07/2016,Ormond,3204,-37.903,145.0452,11.8,u,2,2,1,1,0,410000
11740,27/06/2016,Ormond,3204,-37.9021,145.0357,11.8,t,4,4,2,2,144,1197000
11741,27/06/2016,Ormond,3204,-37.9043,145.0358,11.8,h,3,3,2,2,692,1690000
